"Step","2023_11_10__095458 - hinter_latency","2023_11_10__095458 - hinter_latency__MIN","2023_11_10__095458 - hinter_latency__MAX","2023_11_10__095458 - test_query","2023_11_10__095458 - test_query__MIN","2023_11_10__095458 - test_query__MAX","2023_11_10__095458 - epoch","2023_11_10__095458 - epoch__MIN","2023_11_10__095458 - epoch__MAX","2023_11_10__095458 - pg_lateny","2023_11_10__095458 - pg_lateny__MIN","2023_11_10__095458 - pg_lateny__MAX","2023_11_10__095458 - pg_plan_time","2023_11_10__095458 - pg_plan_time__MIN","2023_11_10__095458 - pg_plan_time__MAX","2023_11_10__095458 - mcts_time","2023_11_10__095458 - mcts_time__MIN","2023_11_10__095458 - mcts_time__MAX","2023_11_10__095458 - hinter_plan_time","2023_11_10__095458 - hinter_plan_time__MIN","2023_11_10__095458 - hinter_plan_time__MAX","2023_11_10__095458 - MPHE_time","2023_11_10__095458 - MPHE_time__MIN","2023_11_10__095458 - MPHE_time__MAX"
"0","0.544201","0.544201","0.544201","0","0","0","0","0","0","0.588116","0.588116","0.588116","0.07758","0.07758","0.07758","0.2959916591644287","0.2959916591644287","0.2959916591644287","0.07058199999999999","0.07058199999999999","0.07058199999999999","0.0228273868560791","0.0228273868560791","0.0228273868560791"
"1","0.068937","0.068937","0.068937","0","0","0","0","0","0","0.06766599999999999","0.06766599999999999","0.06766599999999999","0.001269","0.001269","0.001269","0.012549161911010742","0.012549161911010742","0.012549161911010742","0.00124","0.00124","0.00124","0.005158424377441406","0.005158424377441406","0.005158424377441406"
"2","0.413177","0.413177","0.413177","0","0","0","0","0","0","0.411874","0.411874","0.411874","0.017248","0.017248","0.017248","0.022122859954833984","0.022122859954833984","0.022122859954833984","0.017214","0.017214","0.017214","0.014412164688110352","0.014412164688110352","0.014412164688110352"
"3","0.127795","0.127795","0.127795","0","0","0","0","0","0","0.128939","0.128939","0.128939","0.009558","0.009558","0.009558","0.021829605102539062","0.021829605102539062","0.021829605102539062","0.009517","0.009517","0.009517","0.014422178268432617","0.014422178268432617","0.014422178268432617"
"4","0.132602","0.132602","0.132602","0","0","0","0","0","0","0.13250399999999998","0.13250399999999998","0.13250399999999998","0.031224000000000002","0.031224000000000002","0.031224000000000002","0.025977373123168945","0.025977373123168945","0.025977373123168945","0.031018","0.031018","0.031018","0.019231796264648438","0.019231796264648438","0.019231796264648438"
"5","0.040232","0.040232","0.040232","0","0","0","0","0","0","0.041142000000000005","0.041142000000000005","0.041142000000000005","0.009785","0.009785","0.009785","0.013151884078979492","0.013151884078979492","0.013151884078979492","0.009704","0.009704","0.009704","0.012869834899902344","0.012869834899902344","0.012869834899902344"
"6","1.85984","1.85984","1.85984","0","0","0","0","0","0","1.9003160000000001","1.9003160000000001","1.9003160000000001","0.098636","0.098636","0.098636","0.02718973159790039","0.02718973159790039","0.02718973159790039","0.09837","0.09837","0.09837","0.014903783798217773","0.014903783798217773","0.014903783798217773"
"7","0.018308","0.018308","0.018308","0","0","0","0","0","0","0.01831","0.01831","0.01831","0.389433","0.389433","0.389433","0.009937286376953125","0.009937286376953125","0.009937286376953125","0.386455","0.386455","0.386455","0.018670320510864258","0.018670320510864258","0.018670320510864258"
"8","0.555279","0.555279","0.555279","0","0","0","0","0","0","0.547937","0.547937","0.547937","0.017572","0.017572","0.017572","0.021164655685424805","0.021164655685424805","0.021164655685424805","0.0176","0.0176","0.0176","0.017627716064453125","0.017627716064453125","0.017627716064453125"
"9","0.847183","0.847183","0.847183","0","0","0","0","0","0","0.877734","0.877734","0.877734","0.002061","0.002061","0.002061","0.013204097747802734","0.013204097747802734","0.013204097747802734","0.0020299999999999997","0.0020299999999999997","0.0020299999999999997","0.005806684494018555","0.005806684494018555","0.005806684494018555"
"10","0.03619","0.03619","0.03619","0","0","0","0","0","0","0.040983","0.040983","0.040983","0.009629","0.009629","0.009629","0.013279914855957031","0.013279914855957031","0.013279914855957031","0.009639","0.009639","0.009639","0.017471790313720703","0.017471790313720703","0.017471790313720703"
"11","0.42107","0.42107","0.42107","0","0","0","0","0","0","0.018224","0.018224","0.018224","0.389628","0.389628","0.389628","0.00899958610534668","0.00899958610534668","0.00899958610534668","0.058976999999999995","0.058976999999999995","0.058976999999999995","0.011582136154174805","0.011582136154174805","0.011582136154174805"
"12","1.274299","1.274299","1.274299","0","0","0","0","0","0","1.271203","1.271203","1.271203","0.098243","0.098243","0.098243","0.024790525436401367","0.024790525436401367","0.024790525436401367","0.098006","0.098006","0.098006","0.02319955825805664","0.02319955825805664","0.02319955825805664"
