"Step","2023_11_09__081650 - hinter_latency","2023_11_09__081650 - hinter_latency__MIN","2023_11_09__081650 - hinter_latency__MAX","2023_11_09__081650 - test_query","2023_11_09__081650 - test_query__MIN","2023_11_09__081650 - test_query__MAX","2023_11_09__081650 - epoch","2023_11_09__081650 - epoch__MIN","2023_11_09__081650 - epoch__MAX","2023_11_09__081650 - pg_lateny","2023_11_09__081650 - pg_lateny__MIN","2023_11_09__081650 - pg_lateny__MAX","2023_11_09__081650 - pg_plan_time","2023_11_09__081650 - pg_plan_time__MIN","2023_11_09__081650 - pg_plan_time__MAX","2023_11_09__081650 - mcts_time","2023_11_09__081650 - mcts_time__MIN","2023_11_09__081650 - mcts_time__MAX","2023_11_09__081650 - hinter_plan_time","2023_11_09__081650 - hinter_plan_time__MIN","2023_11_09__081650 - hinter_plan_time__MAX","2023_11_09__081650 - MPHE_time","2023_11_09__081650 - MPHE_time__MIN","2023_11_09__081650 - MPHE_time__MAX"
"0","0.059286","0.059286","0.059286","0","0","0","0","0","0","0.09538500000000001","0.09538500000000001","0.09538500000000001","0.001348","0.001348","0.001348","0.660167932510376","0.660167932510376","0.660167932510376","0.001414","0.001414","0.001414","0.009343862533569336","0.009343862533569336","0.009343862533569336"
"1","0.20962999999999998","0.20962999999999998","0.20962999999999998","0","0","0","0","0","0","0.20687799999999998","0.20687799999999998","0.20687799999999998","0.071604","0.071604","0.071604","0.09418964385986328","0.09418964385986328","0.09418964385986328","0.07234","0.07234","0.07234","0.018804073333740234","0.018804073333740234","0.018804073333740234"
"2","0.046685000000000004","0.046685000000000004","0.046685000000000004","0","0","0","0","0","0","0.044601999999999996","0.044601999999999996","0.044601999999999996","0.395092","0.395092","0.395092","0.009558439254760742","0.009558439254760742","0.009558439254760742","0.396099","0.396099","0.396099","0.019253015518188477","0.019253015518188477","0.019253015518188477"
"3","0.9870800000000001","0.9870800000000001","0.9870800000000001","0","0","0","0","0","0","0.999911","0.999911","0.999911","0.104787","0.104787","0.104787","0.02644824981689453","0.02644824981689453","0.02644824981689453","0.101049","0.101049","0.101049","0.02479863166809082","0.02479863166809082","0.02479863166809082"
"4","2.8531210000000002","2.8531210000000002","2.8531210000000002","0","0","0","0","0","0","2.825239","2.825239","2.825239","0.03114","0.03114","0.03114","0.03157973289489746","0.03157973289489746","0.03157973289489746","0.031101","0.031101","0.031101","0.02122187614440918","0.02122187614440918","0.02122187614440918"
"5","0.07684999999999999","0.07684999999999999","0.07684999999999999","0","0","0","0","0","0","0.081839","0.081839","0.081839","0.0012749999999999999","0.0012749999999999999","0.0012749999999999999","0.014739036560058594","0.014739036560058594","0.014739036560058594","0.0012569999999999999","0.0012569999999999999","0.0012569999999999999","0.006929159164428711","0.006929159164428711","0.006929159164428711"
"6","3.293397","3.293397","3.293397","0","0","0","0","0","0","180","180","180","0.02","0.02","0.02","0.025819063186645508","0.025819063186645508","0.025819063186645508","0.074146","0.074146","0.074146","0.01894974708557129","0.01894974708557129","0.01894974708557129"
"7","0.157651","0.157651","0.157651","0","0","0","0","0","0","0.156057","0.156057","0.156057","0.008241","0.008241","0.008241","0.017675161361694336","0.017675161361694336","0.017675161361694336","0.008132","0.008132","0.008132","0.012277603149414062","0.012277603149414062","0.012277603149414062"
"8","0.487405","0.487405","0.487405","0","0","0","0","0","0","0.49510000000000004","0.49510000000000004","0.49510000000000004","0.074908","0.074908","0.074908","0.026209354400634766","0.026209354400634766","0.026209354400634766","0.074695","0.074695","0.074695","0.01325225830078125","0.01325225830078125","0.01325225830078125"
"9","0.13137100000000002","0.13137100000000002","0.13137100000000002","0","0","0","0","0","0","0.136877","0.136877","0.136877","0.031670000000000004","0.031670000000000004","0.031670000000000004","0.026138782501220703","0.026138782501220703","0.026138782501220703","0.032087000000000004","0.032087000000000004","0.032087000000000004","0.018891572952270508","0.018891572952270508","0.018891572952270508"
"10","0.045962","0.045962","0.045962","0","0","0","0","0","0","0.047881","0.047881","0.047881","0.39581299999999997","0.39581299999999997","0.39581299999999997","0.010019540786743164","0.010019540786743164","0.010019540786743164","0.3939","0.3939","0.3939","0.019819974899291992","0.019819974899291992","0.019819974899291992"
"11","0.76122","0.76122","0.76122","0","0","0","0","0","0","0.8714959999999999","0.8714959999999999","0.8714959999999999","0.066521","0.066521","0.066521","0.026541709899902344","0.026541709899902344","0.026541709899902344","0.066289","0.066289","0.066289","0.018918275833129883","0.018918275833129883","0.018918275833129883"
"12","180","180","180","0","0","0","0","0","0","1.063923","1.063923","1.063923","0.099593","0.099593","0.099593","0.032929420471191406","0.032929420471191406","0.032929420471191406","0.02","0.02","0.02","0.021668195724487305","0.021668195724487305","0.021668195724487305"
"13","180","180","180","0","0","0","0","0","0","0.28362200000000004","0.28362200000000004","0.28362200000000004","0.072384","0.072384","0.072384","0.030782461166381836","0.030782461166381836","0.030782461166381836","0.02","0.02","0.02","0.022624731063842773","0.022624731063842773","0.022624731063842773"
"14","0.054945999999999995","0.054945999999999995","0.054945999999999995","0","0","0","0","0","0","0.055096","0.055096","0.055096","0.010099","0.010099","0.010099","0.01656198501586914","0.01656198501586914","0.01656198501586914","0.010171","0.010171","0.010171","0.009389877319335938","0.009389877319335938","0.009389877319335938"
"15","0.5561130000000001","0.5561130000000001","0.5561130000000001","0","0","0","0","0","0","0.102513","0.102513","0.102513","0.011022","0.011022","0.011022","0.013275384902954102","0.013275384902954102","0.013275384902954102","0.003986","0.003986","0.003986","0.0121002197265625","0.0121002197265625","0.0121002197265625"
"16","0.043265","0.043265","0.043265","0","0","0","0","0","0","0.044377","0.044377","0.044377","0.010475","0.010475","0.010475","0.01343989372253418","0.01343989372253418","0.01343989372253418","0.010455","0.010455","0.010455","0.014602899551391602","0.014602899551391602","0.014602899551391602"
"17","0.007386","0.007386","0.007386","0","0","0","0","0","0","0.007754","0.007754","0.007754","0.009366","0.009366","0.009366","0.016973495483398438","0.016973495483398438","0.016973495483398438","0.009420999999999999","0.009420999999999999","0.009420999999999999","0.010569572448730469","0.010569572448730469","0.010569572448730469"
"18","0.012169000000000001","0.012169000000000001","0.012169000000000001","0","0","0","0","0","0","0.012421","0.012421","0.012421","0.001222","0.001222","0.001222","0.011840105056762695","0.011840105056762695","0.011840105056762695","0.001201","0.001201","0.001201","0.006485939025878906","0.006485939025878906","0.006485939025878906"
"19","0.023825","0.023825","0.023825","0","0","0","0","0","0","0.024427","0.024427","0.024427","0.010124000000000001","0.010124000000000001","0.010124000000000001","0.013422012329101562","0.013422012329101562","0.013422012329101562","0.01041","0.01041","0.01041","0.014556407928466797","0.014556407928466797","0.014556407928466797"
"20","180","180","180","0","0","0","0","0","0","7.129511000000001","7.129511000000001","7.129511000000001","0.075417","0.075417","0.075417","0.02535414695739746","0.02535414695739746","0.02535414695739746","0.02","0.02","0.02","0.013787508010864258","0.013787508010864258","0.013787508010864258"
"21","0.412572","0.412572","0.412572","0","0","0","0","0","0","0.13678800000000002","0.13678800000000002","0.13678800000000002","0.009851","0.009851","0.009851","0.02179265022277832","0.02179265022277832","0.02179265022277832","0.004341","0.004341","0.004341","0.016050100326538086","0.016050100326538086","0.016050100326538086"
"22","0.093568","0.093568","0.093568","0","0","0","0","0","0","0.092854","0.092854","0.092854","0.008225","0.008225","0.008225","0.018259048461914062","0.018259048461914062","0.018259048461914062","0.008302","0.008302","0.008302","0.013041257858276367","0.013041257858276367","0.013041257858276367"
