"Step","2023_11_09__081203 - hinter_latency","2023_11_09__081203 - hinter_latency__MIN","2023_11_09__081203 - hinter_latency__MAX","2023_11_09__081203 - test_query","2023_11_09__081203 - test_query__MIN","2023_11_09__081203 - test_query__MAX","2023_11_09__081203 - epoch","2023_11_09__081203 - epoch__MIN","2023_11_09__081203 - epoch__MAX","2023_11_09__081203 - pg_lateny","2023_11_09__081203 - pg_lateny__MIN","2023_11_09__081203 - pg_lateny__MAX","2023_11_09__081203 - pg_plan_time","2023_11_09__081203 - pg_plan_time__MIN","2023_11_09__081203 - pg_plan_time__MAX","2023_11_09__081203 - mcts_time","2023_11_09__081203 - mcts_time__MIN","2023_11_09__081203 - mcts_time__MAX","2023_11_09__081203 - hinter_plan_time","2023_11_09__081203 - hinter_plan_time__MIN","2023_11_09__081203 - hinter_plan_time__MAX","2023_11_09__081203 - MPHE_time","2023_11_09__081203 - MPHE_time__MIN","2023_11_09__081203 - MPHE_time__MAX"
"0","0.5275610000000001","0.5275610000000001","0.5275610000000001","0","0","0","0","0","0","0.44492000000000004","0.44492000000000004","0.44492000000000004","0.07778700000000001","0.07778700000000001","0.07778700000000001","0.3023190498352051","0.3023190498352051","0.3023190498352051","0.078891","0.078891","0.078891","0.021181583404541016","0.021181583404541016","0.021181583404541016"
"1","0.067813","0.067813","0.067813","0","0","0","0","0","0","0.069226","0.069226","0.069226","0.0012350000000000002","0.0012350000000000002","0.0012350000000000002","0.014773130416870117","0.014773130416870117","0.014773130416870117","0.0012350000000000002","0.0012350000000000002","0.0012350000000000002","0.006834745407104492","0.006834745407104492","0.006834745407104492"
"2","0.41183600000000004","0.41183600000000004","0.41183600000000004","0","0","0","0","0","0","0.415619","0.415619","0.415619","0.017416","0.017416","0.017416","0.02249765396118164","0.02249765396118164","0.02249765396118164","0.017478","0.017478","0.017478","0.014061212539672852","0.014061212539672852","0.014061212539672852"
"3","0.130739","0.130739","0.130739","0","0","0","0","0","0","0.128455","0.128455","0.128455","0.009676","0.009676","0.009676","0.023226261138916016","0.023226261138916016","0.023226261138916016","0.009541000000000001","0.009541000000000001","0.009541000000000001","0.013152599334716797","0.013152599334716797","0.013152599334716797"
"4","0.13108099999999998","0.13108099999999998","0.13108099999999998","0","0","0","0","0","0","0.133218","0.133218","0.133218","0.031542","0.031542","0.031542","0.028768301010131836","0.028768301010131836","0.028768301010131836","0.031391999999999996","0.031391999999999996","0.031391999999999996","0.01848292350769043","0.01848292350769043","0.01848292350769043"
"5","0.039939999999999996","0.039939999999999996","0.039939999999999996","0","0","0","0","0","0","0.039348999999999995","0.039348999999999995","0.039348999999999995","0.009953","0.009953","0.009953","0.013944387435913086","0.013944387435913086","0.013944387435913086","0.009691","0.009691","0.009691","0.015304803848266602","0.015304803848266602","0.015304803848266602"
"6","1.880392","1.880392","1.880392","0","0","0","0","0","0","1.888681","1.888681","1.888681","0.09876","0.09876","0.09876","0.024637222290039062","0.024637222290039062","0.024637222290039062","0.101773","0.101773","0.101773","0.014841079711914062","0.014841079711914062","0.014841079711914062"
"7","0.018394999999999998","0.018394999999999998","0.018394999999999998","0","0","0","0","0","0","0.018539","0.018539","0.018539","0.39511900000000005","0.39511900000000005","0.39511900000000005","0.009413957595825195","0.009413957595825195","0.009413957595825195","0.44012","0.44012","0.44012","0.02030181884765625","0.02030181884765625","0.02030181884765625"
"8","0.5568719999999999","0.5568719999999999","0.5568719999999999","0","0","0","0","0","0","0.5507110000000001","0.5507110000000001","0.5507110000000001","0.017688","0.017688","0.017688","0.02272319793701172","0.02272319793701172","0.02272319793701172","0.017622","0.017622","0.017622","0.01385045051574707","0.01385045051574707","0.01385045051574707"
"9","0.848764","0.848764","0.848764","0","0","0","0","0","0","0.876075","0.876075","0.876075","0.0020499999999999997","0.0020499999999999997","0.0020499999999999997","0.015163183212280273","0.015163183212280273","0.015163183212280273","0.001981","0.001981","0.001981","0.007842540740966797","0.007842540740966797","0.007842540740966797"
