x, 0, 0, 2023-11-09 07:15:40.885395, queries/stack__random_split_1/train/q4__q4-002.sql, 29.463, 457.775, PG
x, 0, 1, 2023-11-09 07:15:41.022575, queries/stack__random_split_1/train/q4__q4-002.sql, 20.95, 97.628, PG
x, 0, 2, 2023-11-09 07:15:43.636483, queries/stack__random_split_1/train/q4__q4-002.sql, 473.016, 57.691, PG
x, 1, 0, 2023-11-09 07:15:44.961477, queries/stack__random_split_1/train/q11__87c4bd0930b02a3361ac2e86c453db1fec60dc6b.sql, 5.03, 1304.576, PG
x, 1, 1, 2023-11-09 07:15:45.497138, queries/stack__random_split_1/train/q11__87c4bd0930b02a3361ac2e86c453db1fec60dc6b.sql, 6.11, 515.572, PG
x, 1, 2, 2023-11-09 07:15:48.163506, queries/stack__random_split_1/train/q11__87c4bd0930b02a3361ac2e86c453db1fec60dc6b.sql, 456.264, 278.905, PG
x, 2, 0, 2023-11-09 07:15:48.642560, queries/stack__random_split_1/train/q14__719e692d411868ae7a93909757872d264f6bbf73.sql, 46.431, 416.012, PG
x, 2, 1, 2023-11-09 07:15:49.055876, queries/stack__random_split_1/train/q14__719e692d411868ae7a93909757872d264f6bbf73.sql, 47.411, 348.824, PG
x, 2, 2, 2023-11-09 07:15:51.869385, queries/stack__random_split_1/train/q14__719e692d411868ae7a93909757872d264f6bbf73.sql, 495.18, 276.369, PG
x, 3, 0, 2023-11-09 07:15:52.141014, queries/stack__random_split_1/train/q13__d383cd5b4aee7d3f73508e2a1fe5f6d0f7dd42a2.sql, 83.526, 174.837, PG
x, 3, 1, 2023-11-09 07:15:52.366986, queries/stack__random_split_1/train/q13__d383cd5b4aee7d3f73508e2a1fe5f6d0f7dd42a2.sql, 81.392, 127.482, PG
x, 3, 2, 2023-11-09 07:15:54.850038, queries/stack__random_split_1/train/q13__d383cd5b4aee7d3f73508e2a1fe5f6d0f7dd42a2.sql, 549.764, 78.462, PG
x, 4, 0, 2023-11-09 07:15:54.918901, queries/stack__random_split_1/train/q5__q5-077.sql, 18.773, 34.327, PG
x, 4, 1, 2023-11-09 07:15:54.971413, queries/stack__random_split_1/train/q5__q5-077.sql, 14.534, 28.866, PG
x, 4, 2, 2023-11-09 07:15:56.961961, queries/stack__random_split_1/train/q5__q5-077.sql, 468.278, 21.284, PG
x, 5, 0, 2023-11-09 07:15:57.115374, queries/stack__random_split_1/train/q4__q4-086.sql, 19.388, 118.341, PG
x, 5, 1, 2023-11-09 07:15:57.248902, queries/stack__random_split_1/train/q4__q4-086.sql, 18.645, 99.458, PG
x, 5, 2, 2023-11-09 07:15:59.382824, queries/stack__random_split_1/train/q4__q4-086.sql, 473.561, 75.983, PG
x, 6, 0, 2023-11-09 07:16:00.424495, queries/stack__random_split_1/train/q7__q7-085.sql, 2.293, 1023.152, PG
x, 6, 1, 2023-11-09 07:16:01.390679, queries/stack__random_split_1/train/q7__q7-085.sql, 1.806, 954.033, PG
x, 6, 2, 2023-11-09 07:16:05.150699, queries/stack__random_split_1/train/q7__q7-085.sql, 463.035, 860.309, PG
x, 7, 0, 2023-11-09 07:16:05.340865, queries/stack__random_split_1/train/q12__0700720596313f7fa30c0dd3d4a3001c896ba760.sql, 12.588, 167.592, PG
x, 7, 1, 2023-11-09 07:16:05.505786, queries/stack__random_split_1/train/q12__0700720596313f7fa30c0dd3d4a3001c896ba760.sql, 15.096, 134.922, PG
x, 7, 2, 2023-11-09 07:16:07.717426, queries/stack__random_split_1/train/q12__0700720596313f7fa30c0dd3d4a3001c896ba760.sql, 460.235, 137.571, PG
x, 8, 0, 2023-11-09 07:16:11.591296, queries/stack__random_split_1/train/q1__q1-098.sql, 3.93, 3857.639, PG
x, 8, 1, 2023-11-09 07:16:14.590178, queries/stack__random_split_1/train/q1__q1-098.sql, 5.299, 2979.234, PG
x, 8, 2, 2023-11-09 07:16:21.668697, queries/stack__random_split_1/train/q1__q1-098.sql, 453.423, 2471.572, PG
x, 9, 0, 2023-11-09 07:16:22.216012, queries/stack__random_split_1/train/q11__87c4bd0930b02a3361ac2e86c453db1fec60dc6b.sql, 5.506, 527.029, PG
x, 9, 1, 2023-11-09 07:16:22.756770, queries/stack__random_split_1/train/q11__87c4bd0930b02a3361ac2e86c453db1fec60dc6b.sql, 5.318, 520.703, PG
x, 9, 2, 2023-11-09 07:16:25.416874, queries/stack__random_split_1/train/q11__87c4bd0930b02a3361ac2e86c453db1fec60dc6b.sql, 453.327, 275.435, PG
x, 10, 0, 2023-11-09 07:16:25.646785, queries/stack__random_split_1/train/q13__d383cd5b4aee7d3f73508e2a1fe5f6d0f7dd42a2.sql, 82.987, 129.885, PG
