x, 0, 0, 2023-11-08 12:00:44.540599, queries/stack__base_query_split_1/train/q4__q4-002.sql, 19.602, 108.756, PG
x, 0, 1, 2023-11-08 12:00:44.664813, queries/stack__base_query_split_1/train/q4__q4-002.sql, 18.747, 89.915, PG
x, 0, 2, 2023-11-08 12:00:46.676867, queries/stack__base_query_split_1/train/q4__q4-002.sql, 433.389, 56.234, PG
x, 1, 0, 2023-11-08 12:00:46.784269, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 3.939, 88.808, PG
x, 1, 1, 2023-11-08 12:00:46.882147, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 5.596, 77.736, PG
x, 1, 2, 2023-11-08 12:00:48.750262, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 417.184, 76.315, PG
x, 2, 0, 2023-11-08 12:00:48.935368, queries/stack__base_query_split_1/train/q15__21e4988a3f47be288de5891d69acf91928ed94eb.sql, 25.616, 149.356, PG
x, 2, 1, 2023-11-08 12:00:49.145108, queries/stack__base_query_split_1/train/q15__21e4988a3f47be288de5891d69acf91928ed94eb.sql, 28.538, 166.017, PG
x, 2, 2, 2023-11-08 12:00:51.251131, queries/stack__base_query_split_1/train/q15__21e4988a3f47be288de5891d69acf91928ed94eb.sql, 439.231, 124.256, PG
x, 3, 0, 2023-11-08 12:00:51.382339, queries/stack__base_query_split_1/train/q14__63c0776f1727638316b966fe748df7cc585a335b.sql, 47.895, 68.397, PG
x, 3, 1, 2023-11-08 12:00:51.507725, queries/stack__base_query_split_1/train/q14__63c0776f1727638316b966fe748df7cc585a335b.sql, 47.069, 63.875, PG
x, 3, 2, 2023-11-08 12:00:53.608875, queries/stack__base_query_split_1/train/q14__63c0776f1727638316b966fe748df7cc585a335b.sql, 453.988, 72.045, PG
x, 4, 0, 2023-11-08 12:00:53.669807, queries/stack__base_query_split_1/train/q5__q5-015.sql, 19.107, 29.249, PG
x, 4, 1, 2023-11-08 12:00:53.729361, queries/stack__base_query_split_1/train/q5__q5-015.sql, 19.134, 26.562, PG
x, 4, 2, 2023-11-08 12:00:55.540627, queries/stack__base_query_split_1/train/q5__q5-015.sql, 426.759, 20.184, PG
x, 5, 0, 2023-11-08 12:00:55.638631, queries/stack__base_query_split_1/train/q4__q4-042.sql, 18.621, 64.957, PG
x, 5, 1, 2023-11-08 12:00:55.728557, queries/stack__base_query_split_1/train/q4__q4-042.sql, 17.729, 56.734, PG
x, 5, 2, 2023-11-08 12:00:57.590214, queries/stack__base_query_split_1/train/q4__q4-042.sql, 429.475, 38.99, PG
x, 6, 0, 2023-11-08 12:00:57.650456, queries/stack__base_query_split_1/train/q6__q6-069.sql, 17.792, 27.485, PG
x, 6, 1, 2023-11-08 12:00:57.699664, queries/stack__base_query_split_1/train/q6__q6-069.sql, 14.758, 26.799, PG
x, 6, 2, 2023-11-08 12:00:59.506340, queries/stack__base_query_split_1/train/q6__q6-069.sql, 423.943, 26.092, PG
x, 7, 0, 2023-11-08 12:00:59.602390, queries/stack__base_query_split_1/train/q11__e4ca35591923cf4efc89e64b17fb4d330c0b34df.sql, 5.438, 77.407, PG
x, 7, 1, 2023-11-08 12:00:59.681386, queries/stack__base_query_split_1/train/q11__e4ca35591923cf4efc89e64b17fb4d330c0b34df.sql, 4.238, 60.597, PG
x, 7, 2, 2023-11-08 12:01:01.535061, queries/stack__base_query_split_1/train/q11__e4ca35591923cf4efc89e64b17fb4d330c0b34df.sql, 416.333, 79.674, PG
x, 8, 0, 2023-11-08 12:01:02.963951, queries/stack__base_query_split_1/train/q16__ed2ffeaefcf5ad8bbadc713ccc766541e12080aa.sql, 17.259, 1396.325, PG
x, 8, 1, 2023-11-08 12:01:04.417657, queries/stack__base_query_split_1/train/q16__ed2ffeaefcf5ad8bbadc713ccc766541e12080aa.sql, 17.656, 1421.416, PG
x, 8, 2, 2023-11-08 12:01:09.231149, queries/stack__base_query_split_1/train/q16__ed2ffeaefcf5ad8bbadc713ccc766541e12080aa.sql, 421.547, 1729.772, PG
x, 9, 0, 2023-11-08 12:01:09.339645, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 5.807, 88.086, PG
x, 9, 1, 2023-11-08 12:01:09.453685, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 5.458, 93.998, PG
x, 9, 2, 2023-11-08 12:01:11.285275, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 411.797, 59.573, PG
x, 10, 0, 2023-11-08 12:01:11.432156, queries/stack__base_query_split_1/train/q14__63c0776f1727638316b966fe748df7cc585a335b.sql, 50.165, 80.844, PG
x, 10, 1, 2023-11-08 12:01:11.559986, queries/stack__base_query_split_1/train/q14__63c0776f1727638316b966fe748df7cc585a335b.sql, 47.147, 64.598, PG
x, 10, 2, 2023-11-08 12:01:13.610562, queries/stack__base_query_split_1/train/q14__63c0776f1727638316b966fe748df7cc585a335b.sql, 466.137, 53.143, PG
x, 11, 0, 2023-11-08 12:01:13.746258, queries/stack__base_query_split_1/train/q1__q1-075.sql, 3.194, 123.526, PG
x, 11, 1, 2023-11-08 12:01:13.885876, queries/stack__base_query_split_1/train/q1__q1-075.sql, 5.7, 119.651, PG
x, 11, 2, 2023-11-08 12:01:15.788891, queries/stack__base_query_split_1/train/q1__q1-075.sql, 418.299, 69.097, PG
x, 12, 0, 2023-11-08 12:01:15.878935, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 6.045, 69.101, PG
x, 12, 1, 2023-11-08 12:01:15.955356, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 2.663, 65.559, PG
x, 12, 2, 2023-11-08 12:01:17.806452, queries/stack__base_query_split_1/train/q11__6c5cba419c5b7b02d431aeb5e766d775d812967a.sql, 412.598, 76.248, PG
x, 13, 0, 2023-11-08 12:01:21.824976, queries/stack__base_query_split_1/train/q14__5dbc1d1f1a0467ad0086e6cb337144387a37533a.sql, 49.78, 3958.401, PG
x, 13, 1, 2023-11-08 12:01:25.417993, queries/stack__base_query_split_1/train/q14__5dbc1d1f1a0467ad0086e6cb337144387a37533a.sql, 47.402, 3528.504, PG
