query_ident;split;inference_time;planning_time;execution_time
2a;train;16.98269534111023;0.469;342.869
2b;train;15.15259051322937;0.488;31569.731
2c;train;13.41027307510376;0.418;28.059
2d;train;15.188006162643433;0.488;375.067
3a;train;13.638233184814453;0.406;128.332
3b;train;13.923237323760986;0.455;435.102
3c;train;13.198493957519531;0.422;227.886
4a;train;16.857333660125732;0.5;97.629
4b;train;15.553079843521118;0.506;149.571
4c;train;18.068289756774902;0.464;115.226
6a;train;20.109534740447998;0.645;508.013
6b;train;17.76090931892395;0.54;84.489
6c;train;16.401106119155884;0.501;79.76
6d;train;19.38023328781128;0.485;1261.532
6e;train;18.998273372650146;0.482;169.674
6f;train;18.08613348007202;0.482;3122.748
7a;train;115.03778100013733;2.469;101.102
7b;train;88.30384492874146;2.556;105.812
7c;train;143.4582839012146;2.178;1811.669
8a;train;103.38376379013062;3.675;613.616
8b;train;88.16112303733826;1.299;107.196
8c;train;71.92359066009521;0.919;12704.049
8d;train;77.8084704875946;0.949;8615.825
9a;train;199.3726406097412;2.799;161.921
9b;train;195.17523455619812;2.547;158.795
9c;train;213.75772356987;3.866;314.474
9d;train;211.75200176239014;5.698;1963.254
10a;train;81.35761952400208;2.377;304.446
10b;train;78.96087050437927;1.384;177.496
10c;train;88.5252788066864;0.962;2456.902
11a;train;80.26026701927185;1.817;57.815
11b;train;75.04703617095947;1.834;5.871
11c;train;78.65772247314453;1.795;108.167
11d;train;83.62344455718994;1.823;108.283
13a;train;139.132497549057;2.483;559.961
13b;train;122.40517401695251;3.767;129.278
13c;train;118.93120098114014;2.879;100.592
13d;train;148.80377006530762;3.98;2632.183
14a;train;113.61268472671509;1.899;187.435
14b;train;101.63018679618835;1.791;84.551
14c;train;118.07682609558105;4.046;1057.641
15a;train;281.3276505470276;4.529;193.645
15b;train;278.5691907405853;4.74;19.96
15c;train;331.61310958862305;6.703;381.014
15d;train;324.0434694290161;6.79;393.884
16a;train;113.27401733398438;1.865;112.797
16b;train;109.55857563018799;1.935;9625.098
16c;train;105.7988772392273;2.004;1172.403
16d;train;110.81858825683594;1.932;1035.848
18a;train;84.51058411598206;1.644;362.899
18b;train;89.82842111587524;2.108;139.02
18c;train;96.20315599441528;3.941;1820.364
19a;train;621.2111122608185;9.962;163.483
19b;train;611.1570711135864;8.298;78.161
19c;train;656.1301259994507;12.054;392.253
19d;train;634.9878737926483;10.512;3862.592
20a;train;256.62792229652405;5.368;245.772
20b;train;229.1457884311676;5.208;537.962
20c;train;235.08564472198486;5.164;498.655
21a;train;250.93526363372803;4.266;63.052
21b;train;253.9870355129242;4.075;52.075
21c;train;261.42628169059753;4.252;70.712
23a;train;603.9185905456543;13.222;205.908
23b;train;560.0091440677643;12.259;26.554
23c;train;608.7296192646027;15.126;263.668
24a;train;1689.9453065395355;36.803;102.107
24b;train;1588.3300902843475;35.379;51.706
25a;train;290.917195558548;9.754;756.012
25b;train;267.4131293296814;4.324;75.611
25c;train;295.1882314682007;12.918;2920.479
26a;train;694.9358057975769;26.571;1387.201
26b;train;622.168212890625;22.429;1928.962
26c;train;738.3121945858002;21.648;4137.537
29a;train;21176.300332307816;1922.693;111.55
29b;train;22268.950323343277;1979.241;125.426
29c;train;20594.73855137825;2012.984;2084.914
30a;train;1305.6805701255798;35.175;1846.909
30b;train;1291.182098865509;35.341;238.651
30c;train;1342.956682920456;50.272;8955.992
31a;train;846.9528346061707;24.532;345.308
31b;train;795.4279024600983;19.948;52.066
31c;train;831.8456764221191;26.421;640.027
32a;train;15.131879329681396;0.538;13.803
32b;train;14.414125442504883;0.782;92.196
33a;train;1043.6753940582275;123.559;25.955
33b;train;995.5459849834442;123.628;10.406
33c;train;1030.2999150753021;84.357;36.438
1a;test;14.444786310195923;0.685;279.321
1b;test;16.631399869918823;0.516;487.487
1c;test;16.44742226600647;0.547;231.461
1d;test;18.910563707351685;0.508;497.202
5a;test;25.24385905265808;0.563;186.992
5b;test;25.816553354263306;0.569;175.464
5c;test;26.50900626182556;0.597;200.697
12a;test;140.52000188827515;1.909;135.044
12b;test;95.61607933044434;2.006;444.681
12c;test;153.47815585136414;3.546;563.912
17a;test;71.36397051811218;1.17;4507.436
17b;test;63.17561602592468;1.232;4173.334
17c;test;60.209956884384155;3.645;683.024
17d;test;61.77662968635559;2.858;2213.61
17e;test;61.88334584236145;1.151;8153.241
17f;test;68.1069905757904;1.233;4930.211
22a;test;555.1534130573273;13.626;678.528
22b;test;547.5397799015045;13.043;146.508
22c;test;571.4723818302155;13.599;5008.331
22d;test;597.922385931015;13.044;621.34
27a;test;1131.4399955272675;36.924;18.797
27b;test;1091.8136992454529;38.091;11.838
27c;test;1193.344211101532;36.818;20.588
28a;test;2449.267590045929;123.001;3699.313
28b;test;2370.5485994815826;113.676;402.679
28c;test;2467.1277616024017;112.07;2835.936
