query_ident;split;inference_time;planning_time;execution_time
1b;train;16.253326177597046;0.532;103.874
1c;train;11.382057905197144;0.57;83.263
1d;train;14.357828378677368;0.509;106.199
2a;train;15.793373823165894;0.501;317.696
2b;train;13.861146926879883;0.488;312.007
2c;train;13.893961668014526;0.479;303.074
2d;train;15.57051396369934;0.486;348.725
3a;train;13.341186046600342;0.396;102.782
3b;train;14.631821393966675;0.328;59.926
3c;train;13.197965383529663;0.418;215.972
4a;train;13.673850297927856;0.459;57.264
4b;train;12.451272964477539;0.452;52.623
5a;train;21.533595085144043;0.943;352.832
5b;train;19.342422008514404;0.564;128.233
6a;train;16.13192915916443;0.523;159.191
6b;train;15.369107484817505;0.501;153.656
6e;train;15.388402700424194;0.546;161.921
6f;train;15.78138256072998;0.507;6742.369
7a;train;113.67636060714722;2.321;107.713
7c;train;134.84244203567505;4.31;1077.295
8a;train;86.40047097206116;3.57;640.339
8b;train;83.61236047744751;1.693;106.421
8d;train;66.53738832473755;1.14;17545.266
9a;train;196.51419162750244;2.848;179.855
9b;train;193.03894567489624;2.821;181.232
9c;train;204.83696460723877;3.672;403.036
9d;train;210.33208441734314;5.468;1839.758
10b;train;76.50604701042175;0.903;1347.87
10c;train;82.70646977424622;0.796;1974.999
11b;train;78.28510212898254;1.894;724.396
11c;train;81.85978174209595;1.784;98.97
12a;train;128.81709480285645;2.265;169.306
12b;train;96.73048281669617;2.057;78.823
12c;train;137.40498399734497;4.28;475.931
13a;train;144.67181825637817;5.765;1002.072
13b;train;125.79312753677368;2.917;141.294
14a;train;115.67614650726318;1.789;1276.709
14b;train;102.10456442832947;1.849;101.352
14c;train;115.66793632507324;1.85;1292.487
15a;train;285.37583589553833;10.463;241.239
15b;train;278.4774558544159;8.624;405.298
15c;train;326.0437524318695;9.533;397.755
16b;train;101.92233276367188;1.853;10945.652
16c;train;104.02620720863342;1.876;1583.932
16d;train;109.43151521682739;4.373;10995.165
17a;train;68.66187620162964;1.2;2302.965
17c;train;58.75760078430176;2.147;427.027
17d;train;59.69645714759827;1.28;2982.525
17e;train;61.014719009399414;1.346;17357.147
17f;train;67.91935920715332;1.98;3130.606
18a;train;83.92105436325073;4.114;308.55
18b;train;94.87453317642212;2.028;157.589
18c;train;91.26160502433777;3.403;2083.64
19b;train;597.286961555481;8.39;88.555
19c;train;643.2350163459778;14.228;407.187
19d;train;654.9094672203064;7.165;2483.064
20b;train;241.43848586082458;10.448;229.252
20c;train;244.34187269210815;11.243;1136.292
21a;train;251.17342042922974;4.31;24.062
21b;train;251.2754361629486;4.069;22.143
21c;train;260.74779653549194;4.376;29.501
22a;train;567.5701742172241;13.827;311.717
22c;train;583.7040927410126;13.533;544.613
22d;train;615.9156563282013;12.952;610.491
23a;train;614.6059193611145;12.772;228.338
23b;train;565.4816951751709;12.503;112.195
23c;train;619.0517327785492;14.421;323.543
24a;train;1735.5283493995667;37.551;946.271
24b;train;1609.9119441509247;35.511;51.869
25a;train;296.3888645172119;9.017;1251.437
25c;train;291.6351284980774;11.294;3555.557
26a;train;692.6405267715454;35.162;22181.294
26b;train;634.1042549610138;22.141;388.806
26c;train;689.5710120201111;23.189;741.392
27a;train;1121.3975043296814;35.286;18.324
27b;train;1095.3575065135956;36.492;12.236
27c;train;1167.8627915382385;36.974;20.925
28a;train;2315.4676551818848;121.707;471.652
28b;train;2240.871146440506;119.635;723.067
28c;train;2335.8765382766724;110.537;635.706
29a;train;18256.217446804047;1993.318;50.149
29c;train;19229.25932264328;1933.245;1972.527
30a;train;1343.436180114746;35.189;1468.434
30b;train;1326.1161088943481;34.616;280.955
30c;train;1462.0882506370544;34.273;7982.546
31b;train;804.5236666202545;18.927;307.119
31c;train;866.8984522819519;19.911;319.423
32a;train;14.998138189315796;1.015;162.05
33a;train;1055.8376009464264;130.107;24.941
33b;train;992.7392756938934;129.788;25.415
33c;train;1105.3142247200012;86.687;25.04
1a;test;12.793753862380981;0.503;80.023
4c;test;14.456276178359985;0.443;72.61
5c;test;23.76755952835083;1.398;1211.997
6c;test;15.013888597488403;0.555;131.122
6d;test;15.590264081954956;0.505;1194.518
7b;test;93.22178888320923;1.837;220.096
8c;test;67.81329393386841;1.326;18754.016
10a;test;78.92392182350159;3.148;925.857
11a;test;83.47736310958862;1.661;27.609
11d;test;86.09477591514587;1.817;103.755
13c;test;120.94488859176636;2.99;130.67
13d;test;147.3017213344574;3.455;8304.522
15d;test;331.35392117500305;10.318;453.752
16a;test;105.51575040817261;1.959;459.202
17b;test;57.50179481506348;1.237;1681.726
19a;test;616.2470400333405;9.317;185.074
20a;test;241.0564911365509;11.92;1469.393
22b;test;566.1453187465668;13.183;164.198
25b;test;271.01058435440063;9.457;812.488
29b;test;19532.91325902939;1947.661;48.861
31a;test;863.5887477397919;23.369;178.972
32b;test;19.5009982585907;5.234;897353.524
