query_ident;split;inference_time;planning_time;execution_time
1a;train;18.497817277908325;0.766;1390.869
1b;train;17.03654456138611;0.526;76.115
1c;train;12.72870397567749;0.635;1303.018
2a;train;14.582229137420654;0.731;885.972
2b;train;13.75060248374939;0.57;608.131
2c;train;13.558575868606567;0.456;19.499
3b;train;11.884813785552979;0.309;60.678
3c;train;12.45115351676941;0.456;218.801
4a;train;15.715874671936035;0.411;57.527
4c;train;14.3446204662323;0.472;73.846
5a;train;22.53541851043701;1.374;1112.53
5b;train;20.54323172569275;0.625;104.736
6a;train;15.617543935775757;0.662;655.889
6b;train;16.02761220932007;0.888;723.602
6c;train;15.386741399765015;0.823;645.6
6e;train;15.792845487594604;0.554;19504.042
6f;train;17.215866804122925;3.459;72647.869
7b;train;96.60833740234375;2.382;126.779
7c;train;135.21960186958313;2.03;2743.722
8a;train;96.95821595191956;4.025;687.475
8b;train;87.05382966995239;1.299;114.591
8d;train;70.78991103172302;2.007;8727.431
9a;train;200.68996453285217;2.943;182.15
9b;train;196.05634713172913;3.323;182.044
9d;train;211.32367515563965;4.797;1506.501
10b;train;82.05415058135986;0.888;1274.802
10c;train;85.04450535774231;2.223;1775.357
11b;train;76.76937007904053;1.751;5.783
11c;train;84.38570594787598;1.952;101.756
11d;train;83.55115985870361;1.746;111.02
12b;train;97.18326330184937;2.173;1186.418
12c;train;143.663432598114;4.317;1137.431
13a;train;143.85401129722595;8.5;7813.367
13b;train;122.13765072822571;2.874;138.467
13c;train;120.82982087135315;3.184;112.835
14a;train;112.00518107414246;1.83;190.895
14c;train;115.61336946487427;1.838;441.96
15a;train;284.830130815506;5.051;236.439
15c;train;337.3618993759155;9.648;412.248
15d;train;337.70931911468506;8.099;429.971
16b;train;109.26107239723206;2.101;14658.526
16c;train;110.73772096633911;2.068;1653.137
16d;train;109.63351488113403;2.055;1338.85
17a;train;71.51282334327698;1.293;9573.89
17b;train;60.52220964431763;2.865;2851.788
17c;train;58.559375524520874;3.861;314.016
17d;train;57.01038479804993;2.944;1318.676
17e;train;60.61199975013733;1.359;188425.986
18b;train;90.97524666786194;4.16;868.855
18c;train;88.52605509757996;4.044;2046.341
19a;train;633.4467666149139;8.952;186.138
19b;train;615.4509522914886;8.124;88.698
19c;train;659.7456560134888;8.36;2861.202
20b;train;252.1636347770691;5.255;1263.105
20c;train;241.8363060951233;4.972;1399.936
21a;train;253.8968482017517;4.1;61.497
21c;train;256.379647731781;4.566;39.915
22a;train;567.3860020637512;13.196;323.617
22b;train;561.4948010444641;13.009;164.803
22d;train;608.092689037323;13.933;3228.968
23a;train;618.9540040493011;15.214;192.884
23c;train;611.5342938899994;16.227;331.976
24a;train;1743.339388847351;36.478;1189.425
25b;train;266.2825949192047;3.966;659.578
25c;train;292.21627259254456;9.881;4010.7
26b;train;684.6732940673828;24.178;193.334
26c;train;712.8574883937836;31.091;681.503
27a;train;1159.4052534103394;35.713;20.077
27c;train;1165.0891840457916;35.876;77.634
28a;train;2366.5388271808624;118.983;1712.231
28b;train;2288.6803019046783;120.499;1053.169
29b;train;19422.937612056732;1994.957;48.331
29c;train;19557.503222942352;1958.44;4575.425
30a;train;1336.6859815120697;33.929;1214.549
30c;train;1436.121557712555;34.645;9188.045
31b;train;806.6421308517456;20.059;55.91
31c;train;860.2345135211945;18.551;703.157
32a;train;15.855329275131226;0.503;13.808
33a;train;1052.2149651050568;125.164;26.644
33c;train;1046.1078016757965;86.106;116.475
1d;test;15.752844095230103;0.555;3334.638
2d;test;14.40129804611206;0.779;5384.132
3a;test;12.59281873703003;0.387;100.054
4b;test;12.778305768966675;0.504;961.186
5c;test;24.152681827545166;1.261;1273.498
6d;test;18.31952476501465;0.692;584.802
7a;test;112.40620946884155;2.339;118.404
8c;test;71.9515643119812;0.947;11352.153
9c;test;215.3747570514679;5.056;914.958
10a;test;83.90408873558044;2.99;740.179
11a;test;82.3411774635315;1.865;23.731
12a;test;133.41239166259766;2.891;125.526
13d;test;156.08937764167786;6.523;6086.29
14b;test;106.86204195022583;2.232;111.857
15b;test;284.82750511169434;4.889;43.474
16a;test;107.99331855773926;2.087;446.498
17f;test;68.57847332954407;1.183;12474.003
18a;test;81.60356521606445;2.78;313.41
19d;test;649.8049690723419;18.693;13040.931
20a;test;248.41130208969116;10.297;1410.742
21b;test;255.22982716560364;4.169;21.951
22c;test;596.885201215744;13.707;1739.154
23b;test;586.4712986946106;12.952;74.331
24b;test;1721.9478855133057;35.93;96.729
25a;test;291.43489623069763;11.44;888.493
26a;test;739.8489108085632;23.599;335.645
27b;test;1122.1931777000427;36.381;17.838
28c;test;2517.848064184189;119.465;1660.012
29a;test;20087.8662211895;2013.432;114.826
30b;test;1339.4886145591736;34.701;277.814
31a;test;862.8265626430511;21.968;178.248
32b;test;15.433269500732422;0.753;90.582
33b;test;1016.7056534290314;125.852;33.314
