query_ident;split;inference_time;planning_time;execution_time
1a;train;13.051045656204224;0.712;213.722
1b;train;14.07382869720459;0.507;108.287
1d;train;13.410908937454224;0.526;109.223
2a;train;12.77971601486206;0.478;201.05
2b;train;13.479973316192627;0.469;186.576
2d;train;14.273881196975708;0.492;329.09
3a;train;13.254076480865479;0.391;99.67
3b;train;12.576218843460083;0.354;67.162
3c;train;13.06401538848877;0.432;202.79
4a;train;14.100870609283447;0.498;527.027
5a;train;21.803842782974243;0.535;126.457
5b;train;20.881590127944946;0.558;99.063
6b;train;15.014491319656372;0.514;120.16
6d;train;16.278516054153442;0.51;3122.117
6f;train;16.47650718688965;0.47;3210.623
7a;train;114.94327926635742;1.799;110.908
7b;train;85.59102749824524;2.335;104.394
7c;train;129.10408234596252;5.175;1602.797
8a;train;87.26034498214722;3.639;601.486
8d;train;63.57873296737671;0.974;11323.027
9a;train;201.92525696754456;2.997;175.725
9b;train;199.74277877807617;2.547;163.554
9d;train;204.61482954025269;2.264;2150.896
10a;train;76.05854725837708;1.811;246.004
10b;train;72.37816548347473;1.32;182.849
10c;train;83.88256001472473;1.5;1412.476
11a;train;76.24325633049011;1.864;23.337
11b;train;69.61712694168091;1.87;5.9
11c;train;75.89974236488342;1.879;103.483
12a;train;126.89501976966858;4.111;651.812
12b;train;87.5440001487732;2.806;86.201
12c;train;137.09441304206848;4.082;448.938
13a;train;145.40690898895264;3.355;42329.215
13b;train;111.8493139743805;2.904;162.163
13c;train;117.39612627029419;3.631;101.855
13d;train;147.0477385520935;6.855;16240.211
14a;train;111.86401510238647;1.861;181.626
14b;train;101.40119361877441;1.931;65.598
14c;train;117.21605372428894;1.895;418.421
15b;train;276.45351552963257;4.882;38.21
15c;train;329.47167921066284;9.479;368.029
15d;train;325.7017283439636;10.018;377.141
16a;train;100.71842241287231;1.917;121.52
16b;train;101.41954350471497;2.013;16474.758
16c;train;104.73638439178467;1.907;1892.53
16d;train;105.03710460662842;1.891;1369.981
17a;train;67.60918474197388;1.171;5518.631
17c;train;55.18621301651001;1.542;310.515
17d;train;54.377004623413086;1.963;591.771
17f;train;67.02384567260742;2.503;6386.597
18a;train;80.31836366653442;1.64;296.848
18c;train;91.26993370056152;4.006;2022.847
19a;train;613.4643228054047;10.004;166.999
19b;train;617.2447383403778;8.293;84.347
19c;train;646.7742233276367;13.152;340.452
19d;train;638.1832609176636;14.88;3677.156
20b;train;232.550936460495;5.301;744.831
20c;train;225.88267302513123;11.325;2601.33
21b;train;248.09764194488525;4.218;22.958
21c;train;256.15366220474243;4.157;27.375
22a;train;551.2838270664215;13.463;314.616
22b;train;544.7545745372772;13.445;139.048
22c;train;572.3505764007568;13.131;1755.247
22d;train;587.62943983078;13.457;808.544
23a;train;605.2202467918396;13.322;244.518
23b;train;572.1064534187317;12.929;199.398
23c;train;612.4457085132599;18.614;687.68
24a;train;1712.285448551178;37.159;170.659
24b;train;1640.922146320343;37.664;77.54
25a;train;283.5466287136078;4.027;855.41
25b;train;265.8960745334625;3.995;645.767
26a;train;704.766859292984;22.691;1392.438
26b;train;621.2218272686005;172.222;491115.195
26c;train;658.2242801189423;23.742;2214.071
27a;train;1123.643783569336;36.722;18.746
27b;train;1098.89737033844;36.031;251.132
27c;train;1139.2581810951233;35.129;29.564
28a;train;2270.6028225421906;119.61;5774.68
28c;train;2322.959286928177;123.181;1494.523
29a;train;19484.972799301147;1961.778;64.919
29b;train;19063.255995988846;1949.5;13.79
29c;train;18020.424701929092;1970.251;2312.348
30a;train;1317.4615969657898;35.575;3591.563
30b;train;1313.8833351135254;35.72;248.829
30c;train;1393.1212010383606;34.754;2448.086
31a;train;842.7299234867096;18.089;186.641
31b;train;804.4541349411011;19.015;65.064
31c;train;842.2313494682312;17.69;256.892
32a;train;16.04108500480652;0.532;14.243
33b;train;1048.9655313491821;126.065;35.677
33c;train;1030.3921315670013;88.122;24.063
1c;test;11.30841851234436;0.524;151.114
2c;test;13.485288143157959;0.467;171.029
4b;test;12.65158224105835;0.593;176.914
4c;test;15.284270763397217;0.577;885.528
5c;test;21.88253664970398;0.704;377.146
6a;test;15.32552456855774;0.39;11.283
6c;test;15.07080602645874;0.43;8.178
6e;test;15.2806077003479;0.379;11.46
8b;test;85.75655913352966;1.998;254.466
8c;test;70.22863817214966;0.937;14915.905
9c;test;206.42373037338257;5.342;334.905
11d;test;79.52741527557373;1.791;131.763
15a;test;277.824826002121;8.736;367.489
17b;test;55.12182974815369;1.195;4263.693
17e;test;58.53419065475464;1.195;18155.511
18b;test;89.78574085235596;4.207;819.665
20a;test;245.25247740745544;5.223;4115.309
21a;test;245.5628182888031;4.296;30.174
25c;test;281.7576267719269;4.267;4741.338
28b;test;2338.3497445583344;121.312;679.194
32b;test;15.336822509765625;0.649;128.592
33a;test;1031.9205911159515;126.196;26.618
