query_ident;split;inference_time;planning_time;execution_time
1a;train;22.587625980377197;0.662;86.918
1b;train;22.905348539352417;0.517;81.62
1d;train;19.823909759521484;0.776;80.292
2b;train;16.89149761199951;0.618;266.759
2c;train;17.744574785232544;0.864;260.932
2d;train;17.69309425354004;0.734;334.586
3a;train;16.216314554214478;0.475;267.386
3c;train;18.482499599456787;0.468;306.428
4b;train;18.777061223983765;0.452;47.372
4c;train;21.489856004714966;0.835;2892.125
5b;train;29.955620050430298;1.757;131.302
5c;train;33.553422689437866;1.855;1765.556
6a;train;24.996296882629395;0.54;140.23
6c;train;20.4809250831604;0.557;575.072
6d;train;22.863230228424072;0.576;221.888
6e;train;22.715478897094727;0.553;178.598
6f;train;21.84025239944458;1.652;6687.372
7a;train;182.58611631393433;2.595;318.331
7b;train;144.7291693687439;2.362;105.55
8a;train;139.20398378372192;1.737;292.942
8b;train;125.01228284835815;1.445;81.116
8d;train;111.81238722801208;1.231;9677.627
9a;train;296.80508685112;3.875;401.332
9b;train;293.16243147850037;3.137;183.438
9d;train;282.2995502948761;5.737;1799.041
10a;train;76.01665258407593;2.32;277.641
10c;train;86.42246150970459;2.791;1348.431
11a;train;85.19955849647522;1.826;20.791
11c;train;80.15478038787842;2.193;122.803
11d;train;84.60503840446472;1.932;127.886
12a;train;137.0208444595337;2.616;127.747
12b;train;97.47673892974854;1.996;79.731
13a;train;148.0700945854187;2.61;1777.349
13c;train;126.36017870903015;2.998;118.881
13d;train;154.71051049232483;3.475;2524.185
14b;train;106.75880551338196;4.629;107.144
14c;train;121.66647744178772;1.805;389.234
15a;train;293.27371287345886;7.083;220.54
15c;train;336.49848103523254;12.183;408.232
15d;train;335.2071838378906;9.372;468.898
16a;train;111.54546308517456;2.136;2267.532
16b;train;110.53083181381226;2.039;6139.266
16d;train;115.49494695663452;2.173;1265.783
17a;train;70.95736050605774;1.187;4828.118
17b;train;57.567421436309814;3.638;2856.01
17d;train;58.814027547836304;4.051;700.356
17e;train;59.6268515586853;1.41;4792.874
17f;train;71.49805331230164;1.38;9084.969
18a;train;84.77831768989563;4.239;359.447
18c;train;92.5268816947937;3.736;1985.664
19b;train;602.4355909824371;8.61;90.73
19c;train;664.7355556488037;11.828;1039.924
19d;train;665.3385202884674;14.375;2496.975
20a;train;255.9076383113861;5.111;1142.489
20b;train;251.8161129951477;5.267;551.699
21a;train;262.7354083061218;4.326;24.165
21b;train;262.0295033454895;4.561;23.381
22a;train;589.8571929931641;13.748;289.737
22c;train;595.0565354824066;13.762;482.438
22d;train;628.9281687736511;13.298;835.556
23a;train;628.0386717319489;12.868;256.617
23c;train;635.9095885753632;20.804;285.226
24b;train;1681.656563282013;36.477;38.551
25b;train;279.97096371650696;5.085;90.0
25c;train;298.50608468055725;9.995;2088.506
26a;train;763.5578246116638;28.622;483.309
26b;train;685.0304136276245;25.338;80.54
27a;train;1187.5644400119781;40.078;20.573
27b;train;1166.057720899582;36.984;19.755
28b;train;2416.5131978988647;125.143;247.262
28c;train;2449.558381319046;121.432;774.876
29a;train;23242.940222263336;1857.38;28.591
29c;train;22185.461447954178;1854.215;306.564
30b;train;1366.163979291916;35.17;307.371
30c;train;1422.4132356643677;35.933;3362.772
31a;train;896.0234305858612;17.791;324.39
31c;train;863.8219575881958;23.899;202.875
32a;train;15.174845457077026;0.548;13.562
33a;train;1115.6035957336426;120.672;24.837
33b;train;1055.0507764816284;131.333;32.598
1c;test;14.590359449386597;0.518;107.405
2a;test;15.194553852081299;0.477;329.988
3b;test;13.22932767868042;1.719;180.057
4a;test;14.288461446762085;1.705;2532.593
5a;test;23.621466398239136;1.968;2373.764
6b;test;16.53881573677063;0.669;157.507
7c;test;142.08224201202393;2.211;6430.423
8c;test;70.53483033180237;1.152;9683.687
9c;test;220.11391139030457;4.15;368.069
10b;test;79.55200552940369;1.804;195.824
11b;test;81.40719485282898;1.841;19.76
12c;test;142.7965440750122;4.148;534.918
13b;test;128.82415318489075;4.007;153.672
14a;test;118.9326069355011;1.829;210.89
15b;test;284.0565173625946;4.678;39.044
16c;test;112.78082633018494;2.036;2535.915
17c;test;61.183836460113525;3.94;889.471
18b;test;91.90913271903992;4.071;1081.409
19a;test;651.7875516414642;18.033;193.492
20c;test;250.429771900177;9.928;1319.24
21c;test;275.58822655677795;4.097;28.279
22b;test;592.2838566303253;19.734;156.771
23b;test;601.5826399326324;12.611;29.591
24a;test;1795.3861355781555;38.007;125.214
25a;test;298.68013620376587;12.254;1877.461
26c;test;734.3568358421326;23.898;2726.854
27c;test;1225.3905754089355;37.887;35.291
28a;test;2464.2885179519653;124.379;591.462
29b;test;23235.724823713303;1872.61;14.974
30a;test;1382.9517567157745;33.723;913.224
31b;test;839.2215914726257;18.371;47.137
32b;test;17.2783522605896;0.659;162.825
33c;test;1107.2567028999329;85.948;24.381
