"Step","2023_10_16__094646 - hinter_latency","2023_10_16__094646 - hinter_latency__MIN","2023_10_16__094646 - hinter_latency__MAX","2023_10_16__094646 - test_query","2023_10_16__094646 - test_query__MIN","2023_10_16__094646 - test_query__MAX","2023_10_16__094646 - epoch","2023_10_16__094646 - epoch__MIN","2023_10_16__094646 - epoch__MAX","2023_10_16__094646 - pg_lateny","2023_10_16__094646 - pg_lateny__MIN","2023_10_16__094646 - pg_lateny__MAX"
"1906","6.88401","6.88401","6.88401","0","0","0","0","0","0","7.5860590000000006","7.5860590000000006","7.5860590000000006"
"1907","0.323409","0.323409","0.323409","0","0","0","0","0","0","0.327055","0.327055","0.327055"
"1908","6.178858","6.178858","6.178858","0","0","0","0","0","0","6.0389040000000005","6.0389040000000005","6.0389040000000005"
"1909","1.292226","1.292226","1.292226","0","0","0","0","0","0","1.290353","1.290353","1.290353"
"1910","1.7794459999999999","1.7794459999999999","1.7794459999999999","0","0","0","0","0","0","1.6349339999999999","1.6349339999999999","1.6349339999999999"
"1911","0.827167","0.827167","0.827167","0","0","0","0","0","0","0.818603","0.818603","0.818603"
"1912","5.169926","5.169926","5.169926","0","0","0","0","0","0","5.16871","5.16871","5.16871"
"1913","0.199433","0.199433","0.199433","0","0","0","0","0","0","0.203432","0.203432","0.203432"
"1914","3.4159119999999996","3.4159119999999996","3.4159119999999996","0","0","0","0","0","0","3.421853","3.421853","3.421853"
"1915","0.008313000000000001","0.008313000000000001","0.008313000000000001","0","0","0","0","0","0","0.008405","0.008405","0.008405"
"1916","1.657154","1.657154","1.657154","0","0","0","0","0","0","1.73143","1.73143","1.73143"
"1917","4.766801999999999","4.766801999999999","4.766801999999999","0","0","0","0","0","0","4.787581","4.787581","4.787581"
"1918","0.037228000000000004","0.037228000000000004","0.037228000000000004","0","0","0","0","0","0","0.037422","0.037422","0.037422"
"1919","0.12967099999999998","0.12967099999999998","0.12967099999999998","0","0","0","0","0","0","0.127061","0.127061","0.127061"
"1920","0.317138","0.317138","0.317138","0","0","0","0","0","0","0.316699","0.316699","0.316699"
"1921","0.029525","0.029525","0.029525","0","0","0","0","0","0","0.031258","0.031258","0.031258"
"1922","0.111946","0.111946","0.111946","0","0","0","0","0","0","0.112735","0.112735","0.112735"
"1923","0.055008","0.055008","0.055008","0","0","0","0","0","0","0.055975000000000004","0.055975000000000004","0.055975000000000004"
"1924","0.045173000000000005","0.045173000000000005","0.045173000000000005","0","0","0","0","0","0","0.044927999999999996","0.044927999999999996","0.044927999999999996"
"1925","0.016643","0.016643","0.016643","0","0","0","0","0","0","0.01714","0.01714","0.01714"
"1926","0.558658","0.558658","0.558658","0","0","0","0","0","0","0.5522290000000001","0.5522290000000001","0.5522290000000001"
"1927","0.611914","0.611914","0.611914","0","0","0","0","0","0","0.5226430000000001","0.5226430000000001","0.5226430000000001"
"1928","0.104274","0.104274","0.104274","0","0","0","0","0","0","0.11199200000000001","0.11199200000000001","0.11199200000000001"
"1929","0.112717","0.112717","0.112717","0","0","0","0","0","0","0.104741","0.104741","0.104741"
"1930","4.472698","4.472698","4.472698","0","0","0","0","0","0","4.460694999999999","4.460694999999999","4.460694999999999"
"1931","11.042852","11.042852","11.042852","0","0","0","0","0","0","12.104026","12.104026","12.104026"
"1932","0.108362","0.108362","0.108362","0","0","0","0","0","0","0.106476","0.106476","0.106476"
"1933","4.148728","4.148728","4.148728","0","0","0","0","0","0","4.152439","4.152439","4.152439"
"1934","0.25006","0.25006","0.25006","0","0","0","0","0","0","0.243105","0.243105","0.243105"
"1935","0.303373","0.303373","0.303373","0","0","0","0","0","0","0.308685","0.308685","0.308685"
"1936","0.040182999999999996","0.040182999999999996","0.040182999999999996","0","0","0","0","0","0","0.042423","0.042423","0.042423"
"1937","0.049551000000000005","0.049551000000000005","0.049551000000000005","0","0","0","0","0","0","0.049841","0.049841","0.049841"
"1938","0.738847","0.738847","0.738847","0","0","0","0","0","0","0.7398170000000001","0.7398170000000001","0.7398170000000001"
"1939","3.0909679999999997","3.0909679999999997","3.0909679999999997","0","0","0","0","0","0","3.1053479999999998","3.1053479999999998","3.1053479999999998"
"1940","1.697967","1.697967","1.697967","0","0","0","0","0","0","1.7627680000000001","1.7627680000000001","1.7627680000000001"
"1941","0.722619","0.722619","0.722619","0","0","0","0","0","0","0.7654299999999999","0.7654299999999999","0.7654299999999999"
"1942","2.866549","2.866549","2.866549","0","0","0","0","0","0","2.8435740000000003","2.8435740000000003","2.8435740000000003"
"1943","1.689607","1.689607","1.689607","0","0","0","0","0","0","1.709848","1.709848","1.709848"
"1944","0.888821","0.888821","0.888821","0","0","0","0","0","0","0.894835","0.894835","0.894835"
"1945","3.671036","3.671036","3.671036","0","0","0","0","0","0","3.7456970000000003","3.7456970000000003","3.7456970000000003"
"1946","0.083351","0.083351","0.083351","0","0","0","0","0","0","0.08173699999999999","0.08173699999999999","0.08173699999999999"
"1947","8.902655000000001","8.902655000000001","8.902655000000001","0","0","0","0","0","0","9.103312","9.103312","9.103312"
"1948","0.109973","0.109973","0.109973","0","0","0","0","0","0","0.10822499999999999","0.10822499999999999","0.10822499999999999"
"1949","1.8515460000000001","1.8515460000000001","1.8515460000000001","0","0","0","0","0","0","1.8739000000000001","1.8739000000000001","1.8739000000000001"
"1950","0.022691","0.022691","0.022691","0","0","0","0","0","0","0.020796","0.020796","0.020796"
"1951","0.6062179999999999","0.6062179999999999","0.6062179999999999","0","0","0","0","0","0","0.619675","0.619675","0.619675"
"1952","0.078996","0.078996","0.078996","0","0","0","0","0","0","0.079504","0.079504","0.079504"
"1953","0.39420299999999997","0.39420299999999997","0.39420299999999997","0","0","0","0","0","0","0.400611","0.400611","0.400611"
"1954","0.036305","0.036305","0.036305","0","0","0","0","0","0","0.036823999999999996","0.036823999999999996","0.036823999999999996"
"1955","0.108754","0.108754","0.108754","0","0","0","0","0","0","0.106355","0.106355","0.106355"
"1956","0.14840299999999998","0.14840299999999998","0.14840299999999998","0","0","0","0","0","0","0.151117","0.151117","0.151117"
"1957","0.102639","0.102639","0.102639","0","0","0","0","0","0","0.103218","0.103218","0.103218"
"1958","0.21643","0.21643","0.21643","0","0","0","0","0","0","0.203952","0.203952","0.203952"
"1959","0.172607","0.172607","0.172607","0","0","0","0","0","0","0.170899","0.170899","0.170899"
"1960","0.28426799999999997","0.28426799999999997","0.28426799999999997","0","0","0","0","0","0","0.286326","0.286326","0.286326"
"1961","1.664653","1.664653","1.664653","0","0","0","0","0","0","1.658145","1.658145","1.658145"
"1962","0.254124","0.254124","0.254124","0","0","0","0","0","0","0.255044","0.255044","0.255044"
"1963","0.008523999999999999","0.008523999999999999","0.008523999999999999","0","0","0","0","0","0","0.009430999999999998","0.009430999999999998","0.009430999999999998"
"1964","0.205097","0.205097","0.205097","0","0","0","0","0","0","0.203574","0.203574","0.203574"
"1965","0.096405","0.096405","0.096405","0","0","0","0","0","0","0.094481","0.094481","0.094481"
"1966","0.223392","0.223392","0.223392","0","0","0","0","0","0","0.223888","0.223888","0.223888"
"1967","0.03162","0.03162","0.03162","0","0","0","0","0","0","0.031832","0.031832","0.031832"
"1968","0.849472","0.849472","0.849472","0","0","0","0","0","0","0.833284","0.833284","0.833284"
"1969","0.216811","0.216811","0.216811","0","0","0","0","0","0","0.215263","0.215263","0.215263"
"1970","0.043048","0.043048","0.043048","0","0","0","0","0","0","0.043016","0.043016","0.043016"
"1971","0.004526","0.004526","0.004526","0","0","0","0","0","0","0.004513","0.004513","0.004513"
"1972","0.08147","0.08147","0.08147","0","0","0","0","0","0","0.084295","0.084295","0.084295"
"1973","0.409329","0.409329","0.409329","0","0","0","0","0","0","0.40699799999999997","0.40699799999999997","0.40699799999999997"
"1974","2.944946","2.944946","2.944946","0","0","0","0","0","0","2.954561","2.954561","2.954561"
"1975","2.200846","2.200846","2.200846","0","0","0","0","0","0","2.148936","2.148936","2.148936"
"1976","0.092679","0.092679","0.092679","0","0","0","0","0","0","0.091247","0.091247","0.091247"
"1977","1.1497190000000002","1.1497190000000002","1.1497190000000002","0","0","0","0","0","0","1.165263","1.165263","1.165263"
"1978","0.051616999999999996","0.051616999999999996","0.051616999999999996","0","0","0","0","0","0","0.051906","0.051906","0.051906"
"1979","0.234905","0.234905","0.234905","0","0","0","0","0","0","0.230936","0.230936","0.230936"
"1980","0.11042700000000001","0.11042700000000001","0.11042700000000001","0","0","0","0","0","0","0.11422199999999999","0.11422199999999999","0.11422199999999999"
"1981","0.080317","0.080317","0.080317","0","0","0","0","0","0","0.08054900000000001","0.08054900000000001","0.08054900000000001"
"1982","0.06368399999999999","0.06368399999999999","0.06368399999999999","0","0","0","0","0","0","0.049829","0.049829","0.049829"
"1983","0.05374","0.05374","0.05374","0","0","0","0","0","0","0.052313000000000005","0.052313000000000005","0.052313000000000005"
"1984","0.107471","0.107471","0.107471","0","0","0","0","0","0","0.109378","0.109378","0.109378"
"1985","1.241982","1.241982","1.241982","0","0","0","0","0","0","1.2310340000000002","1.2310340000000002","1.2310340000000002"
"1986","6.318818","6.318818","6.318818","0","0","0","0","0","0","6.270097","6.270097","6.270097"
"1987","0.316384","0.316384","0.316384","0","0","0","0","0","0","0.316079","0.316079","0.316079"
"1988","0.078497","0.078497","0.078497","0","0","0","0","0","0","0.080024","0.080024","0.080024"
"1989","1.288207","1.288207","1.288207","0","0","0","0","0","0","1.2881610000000001","1.2881610000000001","1.2881610000000001"
"1990","0.091319","0.091319","0.091319","0","0","0","0","0","0","0.09045600000000001","0.09045600000000001","0.09045600000000001"
"1991","1.717605","1.717605","1.717605","0","0","0","0","0","0","1.728242","1.728242","1.728242"
"1992","2.2129980000000002","2.2129980000000002","2.2129980000000002","0","0","0","0","0","0","2.207547","2.207547","2.207547"
"1993","2.66646","2.66646","2.66646","0","0","0","0","0","0","2.578964","2.578964","2.578964"
"1994","0.21321500000000002","0.21321500000000002","0.21321500000000002","0","0","0","0","0","0","0.18337399999999998","0.18337399999999998","0.18337399999999998"
"1995","0.044671","0.044671","0.044671","0","0","0","0","0","0","0.044107999999999994","0.044107999999999994","0.044107999999999994"
"1996","0.422118","0.422118","0.422118","0","0","0","0","0","0","0.416811","0.416811","0.416811"
"1997","0.7592859999999999","0.7592859999999999","0.7592859999999999","0","0","0","0","0","0","0.755066","0.755066","0.755066"
"1998","0.06901","0.06901","0.06901","0","0","0","0","0","0","0.068669","0.068669","0.068669"
"1999","0.678447","0.678447","0.678447","0","0","0","0","0","0","0.6821119999999999","0.6821119999999999","0.6821119999999999"
"2000","0.011673","0.011673","0.011673","0","0","0","0","0","0","0.011448999999999999","0.011448999999999999","0.011448999999999999"
"2001","0.035003","0.035003","0.035003","0","0","0","0","0","0","0.034759","0.034759","0.034759"
"2002","2.10325","2.10325","2.10325","0","0","0","0","0","0","2.0941300000000003","2.0941300000000003","2.0941300000000003"
"2003","0.133236","0.133236","0.133236","0","0","0","0","0","0","0.128948","0.128948","0.128948"
"2004","0.45317799999999997","0.45317799999999997","0.45317799999999997","0","0","0","0","0","0","0.455168","0.455168","0.455168"
"2005","5.295573","5.295573","5.295573","0","0","0","0","0","0","5.3022979999999995","5.3022979999999995","5.3022979999999995"
"2006","3.890492","3.890492","3.890492","0","0","0","0","0","0","3.881448","3.881448","3.881448"
"2007","2.078057","2.078057","2.078057","0","0","0","0","0","0","2.058189","2.058189","2.058189"
"2008","1.8113800000000002","1.8113800000000002","1.8113800000000002","0","0","0","0","0","0","1.749299","1.749299","1.749299"
"2009","0.119524","0.119524","0.119524","0","0","0","0","0","0","0.11974","0.11974","0.11974"
"2010","2.313679","2.313679","2.313679","0","0","0","0","0","0","2.350159","2.350159","2.350159"
"2011","1.495162","1.495162","1.495162","0","0","0","0","0","0","1.39107","1.39107","1.39107"
"2012","0.376268","0.376268","0.376268","0","0","0","0","0","0","0.373226","0.373226","0.373226"
"2013","0.32176699999999997","0.32176699999999997","0.32176699999999997","0","0","0","0","0","0","0.320963","0.320963","0.320963"
"2014","0.037403","0.037403","0.037403","0","0","0","0","0","0","0.036594","0.036594","0.036594"
"2015","4.130928","4.130928","4.130928","0","0","0","0","0","0","4.156938","4.156938","4.156938"
"2016","0.299748","0.299748","0.299748","0","0","0","0","0","0","0.292368","0.292368","0.292368"
"2017","0.137396","0.137396","0.137396","0","0","0","0","0","0","0.137923","0.137923","0.137923"
"2018","0.222015","0.222015","0.222015","0","0","0","0","0","0","0.230236","0.230236","0.230236"
"2019","0.5840460000000001","0.5840460000000001","0.5840460000000001","0","0","0","0","0","0","0.5847899999999999","0.5847899999999999","0.5847899999999999"
"2020","0.07792700000000001","0.07792700000000001","0.07792700000000001","0","0","0","0","0","0","0.078625","0.078625","0.078625"
"2021","3.133969","3.133969","3.133969","0","0","0","0","0","0","3.1316219999999997","3.1316219999999997","3.1316219999999997"
"2022","0.113573","0.113573","0.113573","0","0","0","0","0","0","0.114528","0.114528","0.114528"
"2023","0.108273","0.108273","0.108273","0","0","0","0","0","0","0.108777","0.108777","0.108777"
"2024","0.221321","0.221321","0.221321","0","0","0","0","0","0","0.21948099999999998","0.21948099999999998","0.21948099999999998"
"2025","0.104563","0.104563","0.104563","0","0","0","0","0","0","0.109575","0.109575","0.109575"
"2026","0.109873","0.109873","0.109873","0","0","0","0","0","0","0.107783","0.107783","0.107783"
"2027","0.407806","0.407806","0.407806","0","0","0","0","0","0","0.397955","0.397955","0.397955"
"2028","1.233317","1.233317","1.233317","0","0","0","0","0","0","1.243412","1.243412","1.243412"
"2029","1.534257","1.534257","1.534257","0","0","0","0","0","0","1.5626099999999998","1.5626099999999998","1.5626099999999998"
"2030","0.386583","0.386583","0.386583","0","0","0","0","0","0","0.38345100000000004","0.38345100000000004","0.38345100000000004"
"2031","0.043842","0.043842","0.043842","0","0","0","0","0","0","0.045136","0.045136","0.045136"
"2032","0.028612","0.028612","0.028612","0","0","0","0","0","0","0.028672","0.028672","0.028672"
"2033","0.612297","0.612297","0.612297","0","0","0","0","0","0","0.615286","0.615286","0.615286"
"2034","0.397272","0.397272","0.397272","0","0","0","0","0","0","0.397852","0.397852","0.397852"
"2035","0.020026","0.020026","0.020026","0","0","0","0","0","0","0.017867","0.017867","0.017867"
"2036","0.059491","0.059491","0.059491","0","0","0","0","0","0","0.059768","0.059768","0.059768"
"2037","0.826958","0.826958","0.826958","0","0","0","0","0","0","0.8247920000000001","0.8247920000000001","0.8247920000000001"
"2038","0.191121","0.191121","0.191121","0","0","0","0","0","0","0.18965100000000001","0.18965100000000001","0.18965100000000001"
"2039","3.357373","3.357373","3.357373","0","0","0","0","0","0","3.231875","3.231875","3.231875"
"2040","0.083676","0.083676","0.083676","0","0","0","0","0","0","0.08397700000000001","0.08397700000000001","0.08397700000000001"
"2041","1.334452","1.334452","1.334452","0","0","0","0","0","0","1.345218","1.345218","1.345218"
"2042","0.978889","0.978889","0.978889","0","0","0","0","0","0","0.973442","0.973442","0.973442"
"2043","1.6293279999999999","1.6293279999999999","1.6293279999999999","0","0","0","0","0","0","1.6320299999999999","1.6320299999999999","1.6320299999999999"
"2044","0.90186","0.90186","0.90186","0","0","0","0","0","0","0.8960940000000001","0.8960940000000001","0.8960940000000001"
"2045","0.063156","0.063156","0.063156","0","0","0","0","0","0","0.063355","0.063355","0.063355"
"2046","0.045630000000000004","0.045630000000000004","0.045630000000000004","0","0","0","0","0","0","0.048098","0.048098","0.048098"
"2047","0.066024","0.066024","0.066024","0","0","0","0","0","0","0.065341","0.065341","0.065341"
"2048","7.684842","7.684842","7.684842","0","0","0","0","0","0","7.446359999999999","7.446359999999999","7.446359999999999"
"2049","0.814313","0.814313","0.814313","0","0","0","0","0","0","0.812832","0.812832","0.812832"
"2050","13.365478","13.365478","13.365478","0","0","0","0","0","0","11.761415000000001","11.761415000000001","11.761415000000001"
"2051","0.508238","0.508238","0.508238","0","0","0","0","0","0","0.510227","0.510227","0.510227"
"2052","0.166294","0.166294","0.166294","0","0","0","0","0","0","0.16736600000000001","0.16736600000000001","0.16736600000000001"
"2053","0.221773","0.221773","0.221773","0","0","0","0","0","0","0.218059","0.218059","0.218059"
"2054","0.055773","0.055773","0.055773","0","0","0","0","0","0","0.055362","0.055362","0.055362"
"2055","0.604665","0.604665","0.604665","0","0","0","0","0","0","0.6123390000000001","0.6123390000000001","0.6123390000000001"
"2056","1.274849","1.274849","1.274849","0","0","0","0","0","0","1.2480239999999998","1.2480239999999998","1.2480239999999998"
"2057","0.006012","0.006012","0.006012","0","0","0","0","0","0","0.006056","0.006056","0.006056"
"2058","0.747186","0.747186","0.747186","0","0","0","0","0","0","0.734516","0.734516","0.734516"
"2059","1.4302570000000001","1.4302570000000001","1.4302570000000001","0","0","0","0","0","0","1.373408","1.373408","1.373408"
"2060","1.813893","1.813893","1.813893","0","0","0","0","0","0","1.719125","1.719125","1.719125"
"2061","0.5523429999999999","0.5523429999999999","0.5523429999999999","0","0","0","0","0","0","0.5277820000000001","0.5277820000000001","0.5277820000000001"
"2062","0.122017","0.122017","0.122017","0","0","0","0","0","0","0.122917","0.122917","0.122917"
"2063","0.607968","0.607968","0.607968","0","0","0","0","0","0","0.6094890000000001","0.6094890000000001","0.6094890000000001"
"2064","0.402824","0.402824","0.402824","0","0","0","0","0","0","0.395231","0.395231","0.395231"
"2065","0.786267","0.786267","0.786267","0","0","0","0","0","0","0.818433","0.818433","0.818433"
"2066","0.089974","0.089974","0.089974","0","0","0","0","0","0","0.089345","0.089345","0.089345"
"2067","0.041772","0.041772","0.041772","0","0","0","0","0","0","0.031007","0.031007","0.031007"
"2068","3.646625","3.646625","3.646625","0","0","0","0","0","0","3.666659","3.666659","3.666659"
"2069","0.016582","0.016582","0.016582","0","0","0","0","0","0","0.015884","0.015884","0.015884"
"2070","0.109179","0.109179","0.109179","0","0","0","0","0","0","0.10951699999999999","0.10951699999999999","0.10951699999999999"
"2071","0.332822","0.332822","0.332822","0","0","0","0","0","0","0.323444","0.323444","0.323444"
"2072","0.07277299999999999","0.07277299999999999","0.07277299999999999","0","0","0","0","0","0","0.073658","0.073658","0.073658"
"2073","0.049985","0.049985","0.049985","0","0","0","0","0","0","0.049701999999999996","0.049701999999999996","0.049701999999999996"
"2074","0.398173","0.398173","0.398173","0","0","0","0","0","0","0.406598","0.406598","0.406598"
"2075","0.012966","0.012966","0.012966","0","0","0","0","0","0","0.012451","0.012451","0.012451"
"2076","0.819438","0.819438","0.819438","0","0","0","0","0","0","0.82757","0.82757","0.82757"
"2077","0.161208","0.161208","0.161208","0","0","0","0","0","0","0.160829","0.160829","0.160829"
"2078","0.055521","0.055521","0.055521","0","0","0","0","0","0","0.055928","0.055928","0.055928"
"2079","0.743068","0.743068","0.743068","0","0","0","0","0","0","0.756867","0.756867","0.756867"
"2080","0.014320000000000001","0.014320000000000001","0.014320000000000001","0","0","0","0","0","0","0.015050000000000001","0.015050000000000001","0.015050000000000001"
"2081","0.5276620000000001","0.5276620000000001","0.5276620000000001","0","0","0","0","0","0","0.5241699999999999","0.5241699999999999","0.5241699999999999"
"2082","0.02732","0.02732","0.02732","0","0","0","0","0","0","0.027909","0.027909","0.027909"
"2083","0.100209","0.100209","0.100209","0","0","0","0","0","0","0.091582","0.091582","0.091582"
"2084","0.8461960000000001","0.8461960000000001","0.8461960000000001","0","0","0","0","0","0","0.858789","0.858789","0.858789"
"2085","0.031403","0.031403","0.031403","0","0","0","0","0","0","0.03183","0.03183","0.03183"
"2086","0.106637","0.106637","0.106637","0","0","0","0","0","0","0.106347","0.106347","0.106347"
"2087","0.114888","0.114888","0.114888","0","0","0","0","0","0","0.118412","0.118412","0.118412"
"2088","0.024532","0.024532","0.024532","0","0","0","0","0","0","0.024492999999999997","0.024492999999999997","0.024492999999999997"
"2089","0.129334","0.129334","0.129334","0","0","0","0","0","0","0.13103499999999998","0.13103499999999998","0.13103499999999998"
"2090","3.634875","3.634875","3.634875","0","0","0","0","0","0","3.497928","3.497928","3.497928"
"2091","0.07004099999999999","0.07004099999999999","0.07004099999999999","0","0","0","0","0","0","0.070059","0.070059","0.070059"
"2092","0.276612","0.276612","0.276612","0","0","0","0","0","0","0.27523200000000003","0.27523200000000003","0.27523200000000003"
"2093","1.288073","1.288073","1.288073","1","1","1","2000","2000","2000","1.2755640000000001","1.2755640000000001","1.2755640000000001"
"2094","0.557627","0.557627","0.557627","1","1","1","2000","2000","2000","0.613676","0.613676","0.613676"
"2095","0.540903","0.540903","0.540903","1","1","1","2000","2000","2000","0.6072029999999999","0.6072029999999999","0.6072029999999999"
"2096","1.897529","1.897529","1.897529","1","1","1","2000","2000","2000","1.90377","1.90377","1.90377"
"2097","0.254343","0.254343","0.254343","1","1","1","2000","2000","2000","0.252745","0.252745","0.252745"
"2098","0.04375","0.04375","0.04375","1","1","1","2000","2000","2000","0.043184","0.043184","0.043184"
"2099","0.566751","0.566751","0.566751","1","1","1","2000","2000","2000","0.5623440000000001","0.5623440000000001","0.5623440000000001"
"2100","0.676725","0.676725","0.676725","1","1","1","2000","2000","2000","0.7261190000000001","0.7261190000000001","0.7261190000000001"
"2101","1.6640650000000001","1.6640650000000001","1.6640650000000001","1","1","1","2000","2000","2000","1.89239","1.89239","1.89239"
"2102","1.4084459999999999","1.4084459999999999","1.4084459999999999","1","1","1","2000","2000","2000","1.508662","1.508662","1.508662"
"2103","0.831995","0.831995","0.831995","1","1","1","2000","2000","2000","0.839921","0.839921","0.839921"
"2104","0.46075499999999997","0.46075499999999997","0.46075499999999997","1","1","1","2000","2000","2000","0.473451","0.473451","0.473451"
"2105","0.135684","0.135684","0.135684","1","1","1","2000","2000","2000","0.13483699999999998","0.13483699999999998","0.13483699999999998"
"2106","0.6916319999999999","0.6916319999999999","0.6916319999999999","1","1","1","2000","2000","2000","0.677967","0.677967","0.677967"
"2107","0.252006","0.252006","0.252006","1","1","1","2000","2000","2000","0.251863","0.251863","0.251863"
"2108","0.036655","0.036655","0.036655","1","1","1","2000","2000","2000","0.03637","0.03637","0.03637"
"2109","0.119997","0.119997","0.119997","1","1","1","2000","2000","2000","0.12032999999999999","0.12032999999999999","0.12032999999999999"
"2110","3.767431","3.767431","3.767431","1","1","1","2000","2000","2000","3.767121","3.767121","3.767121"
"2111","0.289655","0.289655","0.289655","1","1","1","2000","2000","2000","0.292368","0.292368","0.292368"
"2112","2.135312","2.135312","2.135312","1","1","1","2000","2000","2000","2.158214","2.158214","2.158214"
"2113","0.061134999999999995","0.061134999999999995","0.061134999999999995","1","1","1","2000","2000","2000","0.059149","0.059149","0.059149"
"2114","0.036447","0.036447","0.036447","1","1","1","2000","2000","2000","0.034985999999999996","0.034985999999999996","0.034985999999999996"
"2115","0.13952099999999998","0.13952099999999998","0.13952099999999998","1","1","1","2000","2000","2000","0.140642","0.140642","0.140642"
"2116","0.11328700000000001","0.11328700000000001","0.11328700000000001","0","0","0","0","0","0","0.113194","0.113194","0.113194"
"2117","0.585306","0.585306","0.585306","0","0","0","0","0","0","0.5926889999999999","0.5926889999999999","0.5926889999999999"
"2118","0.106712","0.106712","0.106712","0","0","0","0","0","0","0.10478900000000001","0.10478900000000001","0.10478900000000001"
"2119","0.740938","0.740938","0.740938","0","0","0","0","0","0","0.694987","0.694987","0.694987"
"2120","0.162632","0.162632","0.162632","0","0","0","0","0","0","0.16714199999999999","0.16714199999999999","0.16714199999999999"
"2121","0.278148","0.278148","0.278148","0","0","0","0","0","0","0.275808","0.275808","0.275808"
"2122","0.033298","0.033298","0.033298","0","0","0","0","0","0","0.033103","0.033103","0.033103"
"2123","0.039027","0.039027","0.039027","0","0","0","0","0","0","0.039445","0.039445","0.039445"
"2124","0.104845","0.104845","0.104845","0","0","0","0","0","0","0.10208400000000001","0.10208400000000001","0.10208400000000001"
"2125","0.042511","0.042511","0.042511","0","0","0","0","0","0","0.047027","0.047027","0.047027"
"2126","0.023281","0.023281","0.023281","0","0","0","0","0","0","0.023398","0.023398","0.023398"
"2127","1.375502","1.375502","1.375502","0","0","0","0","0","0","1.350069","1.350069","1.350069"
"2128","0.203186","0.203186","0.203186","0","0","0","0","0","0","0.202003","0.202003","0.202003"
"2129","0.41083600000000003","0.41083600000000003","0.41083600000000003","0","0","0","0","0","0","0.445226","0.445226","0.445226"
"2130","6.375935999999999","6.375935999999999","6.375935999999999","0","0","0","0","0","0","6.155554","6.155554","6.155554"
"2131","0.103935","0.103935","0.103935","0","0","0","0","0","0","0.105658","0.105658","0.105658"
"2132","0.078252","0.078252","0.078252","0","0","0","0","0","0","0.07958","0.07958","0.07958"
"2133","0.6549940000000001","0.6549940000000001","0.6549940000000001","0","0","0","0","0","0","0.652353","0.652353","0.652353"
"2134","1.216435","1.216435","1.216435","0","0","0","0","0","0","1.2086130000000002","1.2086130000000002","1.2086130000000002"
"2135","0.006795","0.006795","0.006795","0","0","0","0","0","0","0.007046","0.007046","0.007046"
"2136","0.064016","0.064016","0.064016","0","0","0","0","0","0","0.06694499999999999","0.06694499999999999","0.06694499999999999"
"2137","0.392513","0.392513","0.392513","0","0","0","0","0","0","0.393796","0.393796","0.393796"
"2138","3.8471149999999996","3.8471149999999996","3.8471149999999996","0","0","0","0","0","0","3.8418769999999998","3.8418769999999998","3.8418769999999998"
"2139","3.212594","3.212594","3.212594","0","0","0","0","0","0","3.043924","3.043924","3.043924"
"2140","3.788017","3.788017","3.788017","0","0","0","0","0","0","3.825875","3.825875","3.825875"
"2141","1.914428","1.914428","1.914428","0","0","0","0","0","0","1.911568","1.911568","1.911568"
"2142","0.041996000000000006","0.041996000000000006","0.041996000000000006","0","0","0","0","0","0","0.040385","0.040385","0.040385"
"2143","0.507055","0.507055","0.507055","0","0","0","0","0","0","0.500324","0.500324","0.500324"
"2144","0.10001600000000001","0.10001600000000001","0.10001600000000001","0","0","0","0","0","0","0.097493","0.097493","0.097493"
"2145","0.864934","0.864934","0.864934","0","0","0","0","0","0","0.7537290000000001","0.7537290000000001","0.7537290000000001"
"2146","0.05368","0.05368","0.05368","0","0","0","0","0","0","0.053678","0.053678","0.053678"
"2147","0.791063","0.791063","0.791063","0","0","0","0","0","0","0.784457","0.784457","0.784457"
"2148","0.533233","0.533233","0.533233","0","0","0","0","0","0","0.532618","0.532618","0.532618"
"2149","3.405874","3.405874","3.405874","0","0","0","0","0","0","3.273007","3.273007","3.273007"
"2150","6.728584","6.728584","6.728584","0","0","0","0","0","0","6.33657","6.33657","6.33657"
"2151","0.055004","0.055004","0.055004","0","0","0","0","0","0","0.055534999999999994","0.055534999999999994","0.055534999999999994"
"2152","0.286957","0.286957","0.286957","0","0","0","0","0","0","0.289476","0.289476","0.289476"
"2153","0.46901","0.46901","0.46901","0","0","0","0","0","0","0.439495","0.439495","0.439495"
"2154","0.552929","0.552929","0.552929","0","0","0","0","0","0","0.5528780000000001","0.5528780000000001","0.5528780000000001"
"2155","2.890791","2.890791","2.890791","0","0","0","0","0","0","2.788916","2.788916","2.788916"
"2156","0.106282","0.106282","0.106282","0","0","0","0","0","0","0.112878","0.112878","0.112878"
"2157","0.065331","0.065331","0.065331","0","0","0","0","0","0","0.064223","0.064223","0.064223"
"2158","0.103867","0.103867","0.103867","0","0","0","0","0","0","0.101997","0.101997","0.101997"
"2159","0.39454","0.39454","0.39454","0","0","0","0","0","0","0.3911","0.3911","0.3911"
"2160","0.010078","0.010078","0.010078","0","0","0","0","0","0","0.010005","0.010005","0.010005"
"2161","0.013635999999999999","0.013635999999999999","0.013635999999999999","0","0","0","0","0","0","0.014027","0.014027","0.014027"
"2162","2.715795","2.715795","2.715795","0","0","0","0","0","0","2.688222","2.688222","2.688222"
"2163","0.062516","0.062516","0.062516","0","0","0","0","0","0","0.063858","0.063858","0.063858"
"2164","0.018171","0.018171","0.018171","0","0","0","0","0","0","0.018523","0.018523","0.018523"
