10b;0.2025;1.2950;190.8880
10c;0.1410;1.1490;1743.9540
11b;0.2345;2.0180;21.9430
11c;0.2868;2.0130;104.1930
12a;0.2127;5.4770;186.9760
12b;0.2528;2.5160;84.7250
12c;0.1460;5.6270;598.4060
13a;0.3317;4.1490;1278.3130
13b;0.3697;5.4490;605.7900
14a;0.3078;2.0850;201.3890
14b;0.1524;2.0030;74.3760
14c;0.1288;1.9780;447.7580
15a;0.2421;7.7280;248.7530
15b;0.4134;5.7440;138.4720
15c;0.3908;4.8000;746.1530
16b;0.1779;7.1790;3270.1720
16c;0.2052;2.1930;1388.6450
16d;0.1413;1.9940;1165.6650
17a;0.1278;3.8390;2200.5460
17c;0.1068;1.5880;239.4900
17d;0.1233;2.0920;474.5560
17e;0.1221;3.5920;2620.6040
17f;0.0806;3.8230;2906.7230
18a;0.2455;3.9350;2927.8420
18b;0.1332;2.0560;156.3690
18c;0.1477;4.0520;3236.4040
19b;0.1765;10.8220;102.0330
19c;0.6761;14.1260;314.8160
19d;0.2195;18.1490;3029.1940
1b;0.0714;0.8560;0.2270
1c;0.0676;0.4370;0.7900
1d;0.0755;1.0150;0.3050
20b;0.2911;11.7140;645.3820
20c;0.4713;10.4140;616.2080
21a;0.1673;4.3410;38.5940
21b;0.1980;4.1060;32.7280
21c;0.2254;4.1590;36.0750
22a;0.3751;13.5550;302.5470
22c;0.3104;14.0700;634.7540
22d;0.1622;14.2770;636.5910
23a;0.3093;16.4330;221.6900
23b;0.2288;12.6020;26.2110
23c;0.2146;19.8220;295.0770
24a;0.9301;43.0290;109.9480
24b;0.5310;37.9730;53.9080
25a;0.1285;3.8010;1607.1800
25c;0.2016;11.1840;3473.2330
26a;0.2242;25.7710;416.2170
26b;0.4688;24.4380;117.2830
26c;0.2872;29.8620;1495.4480
27a;0.3236;34.2780;35.4340
27b;0.6939;37.7010;13.0830
27c;0.3104;37.9530;31.3860
28a;0.4857;125.9510;331.5400
28b;0.2848;114.6180;239.6110
28c;0.3104;126.4500;389.9900
29a;1.0841;1901.4930;19.1550
29c;0.6424;1782.1440;410.1020
2a;0.0660;1.4340;397.0120
2b;0.0695;1.5990;396.8370
2c;0.0687;0.5230;319.3650
2d;0.0535;1.4110;373.5080
30a;0.9194;35.7940;464.7520
30b;0.3917;34.2620;118.9640
30c;0.5369;29.5280;1803.4170
31b;0.9154;18.5550;25.1090
31c;0.3270;22.4000;384.8130
32a;0.0731;0.6500;20.1290
33a;0.5399;135.6200;41.7690
33b;0.3348;136.9260;52.9120
33c;1.8470;86.8510;435.4200
3a;0.0578;0.3980;104.8790
3b;0.0634;0.3820;63.4200
3c;0.0581;0.4120;221.0560
4a;0.0499;1.1210;61.5120
4b;0.0531;0.4810;57.5370
5a;0.0455;0.6480;124.7350
5b;0.0703;0.6050;111.4270
6a;0.0689;0.4220;12.4420
6b;0.1482;0.4940;132.0650
6e;0.0793;0.5950;229.6250
6f;0.0598;1.4680;2295.5150
7a;0.1639;1.7690;419.5670
7c;0.1328;6.1330;1009.9630
8a;0.0970;3.8870;673.5410
8b;0.1682;1.8230;127.4590
8d;0.2268;2.4710;1144.6550
9a;0.3180;2.9440;182.1170
9b;0.2723;3.0570;178.5850
9c;0.3088;3.6480;309.0660
9d;0.0932;8.9400;2341.3370
10a;0.2161;3.0930;321.8180
11a;0.1569;1.8190;29.7540
11d;0.1337;1.9300;101.3920
13c;0.4243;5.4570;604.6410
13d;0.1591;8.6350;1912.1090
15d;0.3586;4.7700;871.3080
16a;0.1567;2.0340;129.7510
17b;0.1197;2.7410;1517.0560
19a;0.3855;12.3280;186.5020
1a;0.0832;0.7340;252.4870
20a;0.4644;6.6000;26668.1710
22b;0.4195;13.8270;166.7340
25b;0.1829;4.7570;206.9800
29b;1.2047;1922.5770;16.1190
31a;0.3834;26.3660;209.4560
32b;0.0737;0.7000;166.1460
4c;0.0423;0.5010;75.5770
5c;0.0644;0.8010;161.1810
6c;0.1531;0.6220;8.5740
6d;0.0835;0.8190;4075.9850
7b;0.1132;2.3060;687.0660
8c;0.2508;1.1310;8979.7350
