10a;0.1325;1.1300;915.4560
10b;0.3723;1.2120;414.6740
10c;0.1666;2.7800;2861.5230
11a;0.3130;2.4260;752.4180
11b;0.2457;5.9980;787.6060
11c;0.5771;1.7210;925.9790
11d;0.2318;2.1390;1221.3800
13a;0.5931;2.4930;4066.0640
13b;0.1066;4.1520;680.5980
13c;0.1238;9.8100;628.6960
13d;0.1500;2.0770;13949.4670
14a;0.3030;2.7600;4789.6910
14b;0.1854;2.4950;1499.8710
14c;0.1044;1.5310;4045.2650
15a;0.1767;4.8430;2077.6460
15b;0.1397;7.1370;1079.7120
15c;0.1393;5.6420;778.5470
15d;0.1398;4.3480;764.5540
16a;0.3184;3.7930;814.4070
16b;0.2775;1.9350;10540.4060
16c;0.1668;1.9020;3248.7990
16d;0.1969;1.7170;3170.5690
18a;0.2909;1.1820;2399.9970
18b;0.0847;2.5730;925.6000
18c;0.0712;3.3180;1777.4850
19a;0.4268;12.7020;723.9880
19b;0.3942;14.7510;1341.6010
19c;0.1620;12.9350;911.1970
19d;0.3885;14.1320;2533.1720
20a;0.1588;5.6610;3039.2680
20b;0.3276;10.0680;2047.9970
20c;0.1714;4.6730;2014.0350
21a;0.5143;4.2310;1346.7630
21b;0.3124;4.0880;1310.2430
21c;0.3915;4.5680;504.4040
23a;0.3019;13.8680;762.6080
23b;0.2063;13.9070;1050.6430
23c;0.1736;12.4220;896.5170
24a;0.5586;32.0810;2084.8520
24b;0.1953;41.8700;757.0830
25a;0.1589;9.4200;1493.4970
25b;0.1153;8.7470;967.7450
25c;0.1307;11.6870;3481.5560
26a;0.4638;19.9200;1325.8730
26b;0.3412;20.5210;960.6510
26c;0.5020;21.7900;29882.0160
29a;0.4559;2062.0800;885.3940
29b;0.6187;2002.3750;854.7120
29c;0.7592;2035.0740;2543.1060
2a;0.0944;0.6740;2211.6460
2b;0.1106;0.5450;1866.4520
2c;0.1060;0.5230;314.6130
2d;0.0361;0.6260;825.1530
30a;0.3747;37.0200;1094.9000
30b;0.2357;44.9080;1205.3930
30c;0.2033;30.2680;2218.3930
31a;1.3043;22.2260;2481.2600
31b;0.4025;25.5170;1252.3830
31c;0.1807;16.2710;1976.3580
32a;0.1005;0.6950;817.8330
32b;0.0984;0.7510;771.3650
33a;0.2504;128.3830;950.8890
33b;0.2761;119.7060;958.4790
33c;0.4364;81.2390;1009.0770
3a;0.0609;0.8130;1407.0660
3b;0.0694;0.7890;801.0770
3c;0.0512;0.3810;1961.1340
4a;0.1302;0.4740;2084.4040
4b;0.1186;0.5120;600.8410
4c;0.1171;0.5460;3742.0150
6a;0.1489;0.6520;755.3880
6b;0.0699;0.9870;501.8100
6c;0.0670;0.9630;503.3330
6d;0.1626;0.4780;3224.4050
6e;0.1598;0.4690;3205.2510
6f;0.0513;0.5550;6013.8630
7a;0.1566;2.2420;1606.1410
7b;0.1977;2.1210;852.7010
7c;0.0986;6.0240;2348.8490
8a;0.2613;3.2480;1873.9450
8b;0.2332;2.5470;559.7910
8c;0.1521;1.1040;11836.0020
8d;0.1559;1.0520;5122.2240
9a;0.1574;4.6440;802.7750
9b;0.4471;4.1220;791.7680
9c;0.1720;5.3980;1632.0000
9d;0.2140;5.0760;2406.4850
12a;0.1694;1.7690;1499.2240
12b;0.1343;2.8030;497.0920
12c;0.1437;1.8070;1664.8840
17a;0.2327;1.3030;8855.3920
17b;0.1426;5.9380;38563.3450
17c;0.1522;1.2050;2697.4770
17d;0.1343;1.3040;7850.1990
17e;0.2493;1.3120;5807.1780
17f;0.2068;1.3420;31400.0990
1a;0.0816;0.9490;2749.0220
1b;0.1817;0.4880;1532.0830
1c;0.0787;0.5430;1194.6140
1d;0.0871;0.5940;1722.5660
22a;0.6692;16.0380;5711.5770
22b;0.2411;13.9040;4248.6520
22c;0.3347;13.1430;2834.0240
22d;0.4395;13.7650;4627.1410
27a;0.4212;35.1500;1095.0280
27b;0.3141;35.3600;688.6330
27c;0.9201;33.5900;753.0710
28a;1.4099;117.3480;22009.9260
28b;1.9988;115.6150;3099.1370
28c;0.7846;116.5000;9959.6130
5a;0.0960;1.7710;1166.9980
5b;0.0960;0.6300;328.7320
5c;0.0711;0.9500;2851.3970
