10a;0.1376;3.5220;329.6840
10b;0.3212;1.3630;192.2120
10c;0.2808;3.4570;2532.7930
11a;0.1174;2.1140;75.1000
11b;0.1085;2.1630;46.1480
11c;0.1239;2.0720;121.0120
11d;0.1564;2.3260;223.3630
13a;0.6166;7.7880;888.8080
13b;0.3040;2.7580;325.1300
13c;0.2952;2.8330;301.8900
13d;0.2490;8.6610;1709.1490
14a;0.1666;1.9600;193.1120
14b;0.1466;1.9600;79.7880
14c;0.1368;1.9320;431.7120
15a;0.5596;11.5440;721.2300
15b;0.3071;4.8290;25.5440
15c;0.1878;5.5920;786.8930
15d;0.1912;5.1410;766.3530
16a;0.1253;2.0240;131.6880
16b;0.1785;3.6670;3661.0460
16c;0.1724;5.9150;726.9050
16d;0.4207;5.8700;567.1960
18a;0.2108;3.1440;2755.3830
18b;0.1313;3.9210;158.5140
18c;0.1610;3.4670;2992.0650
19a;0.1746;12.0480;194.2250
19b;0.2119;8.8030;122.4990
19c;0.3362;16.2120;345.4270
19d;0.2953;17.3440;2882.7770
20a;0.2782;13.1670;789.7210
20b;0.4314;5.4920;732.9090
20c;0.3002;5.3890;659.8150
21a;0.1669;4.6180;75.1430
21b;0.3143;4.4990;60.0150
21c;0.1683;4.6120;89.2280
23a;0.2194;13.7280;186.6470
23b;0.2674;12.8310;40.4160
23c;0.2402;19.7820;275.7940
24a;0.4346;37.5440;99.6900
24b;0.3133;38.8970;59.2090
25a;0.4497;12.5700;753.1090
25b;0.1709;4.6530;206.0850
25c;0.1458;11.6400;1510.2020
26a;0.9751;25.6860;311.3780
26b;0.2947;24.6440;67.0680
26c;0.3121;24.2000;755.5660
29a;0.7760;1989.5870;25.9650
29b;0.6095;1844.6800;14.8320
29c;1.0463;1977.1980;53.8140
2a;0.0668;0.4470;228.0470
2b;0.0523;0.4410;200.8570
2c;0.0568;0.4870;164.0380
2d;0.0882;1.4380;354.8840
30a;0.2355;36.2380;607.0690
30b;1.0688;34.7000;907.8000
30c;0.2352;31.4750;1057.4450
31a;0.4943;19.3510;187.6280
31b;0.2286;18.9230;29.8090
31c;0.2264;21.5370;238.1790
32a;0.0761;0.5990;9.3310
32b;0.0757;0.7150;188.7740
33a;0.4391;123.0060;30.7000
33b;0.6912;123.5750;198.9560
33c;0.6345;90.7430;47.8770
3a;0.0393;0.4310;110.9630
3b;0.0388;0.7080;64.5330
3c;0.0473;0.4570;210.2840
4a;0.0438;0.8360;58.4600
4b;0.0481;0.4660;49.7510
4c;0.0424;0.7740;74.9030
6a;0.1026;0.4200;11.7870
6b;0.0520;0.5210;138.2590
6c;0.0518;0.4020;8.1490
6d;0.1016;0.5510;3700.9970
6e;0.1005;0.4180;12.7160
6f;0.0572;1.4480;1257.9660
7a;0.4548;3.3510;647.3540
7b;0.1133;2.0890;142.6600
7c;0.4678;2.1300;1843.0420
8a;0.3427;2.8420;265.7220
8b;0.0794;1.7230;128.4880
8c;0.0785;1.2410;4354.1560
8d;0.1608;1.1140;1609.8060
9a;0.1470;3.1490;191.2280
9b;0.1180;2.9480;189.7050
9c;0.1948;3.8770;331.8340
9d;0.2597;6.3290;2220.7370
12a;0.1970;5.0180;626.6990
12b;0.1826;1.9410;5723.7340
12c;0.3292;2.2400;978.4800
17a;0.1600;1.3880;8970.0390
17b;0.1975;1.2430;20890.9030
17c;0.4631;1.2680;20704.9000
17d;0.2069;1.3010;21461.0080
17e;0.0908;3.8370;2739.6840
17f;0.1648;1.2570;21328.9720
1a;0.0619;1.7590;2266.4670
1b;0.0425;0.7860;396.6120
1c;0.0635;1.5990;453.2450
1d;0.0452;1.5570;1364.1580
22a;0.3066;25.2550;2233.4470
22b;0.2975;25.7480;1742.2360
22c;0.1857;14.9040;1760.3170
22d;0.2094;13.8750;3891.7780
27a;0.8062;37.8300;616.0260
27b;0.3652;39.1000;1066.1310
27c;0.7037;40.3010;100.1800
28a;1.3218;125.4260;1135.5210
28b;1.2008;125.8410;385.5430
28c;0.5857;123.5270;1544.1420
5a;0.0802;1.2120;887.4330
5b;0.0602;0.9720;406.9640
5c;0.0798;1.8830;3214.4010
